blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,n_sold,n_rental,n_residents,remaining_lease,Latitude,Longitude,Postcode,hdb_town
104,BEDOK NTH AVE 4,14,BD,153,0,0,124,26,0,3,0,0,0,0,0,0,153,0,407.2,54,1.3332985212474,103.936601473643,460104,BEDOK
104,BISHAN ST 12,4,BH,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,63,1.3456750211197,103.84803290576,570104,BISHAN
104,BT BATOK CTRL,8,BB,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,62,1.34899500255547,103.747258218606,650104,BUKIT BATOK
104,BT PURMEI RD,12,BM,132,0,0,88,44,0,0,0,0,0,0,0,0,132,0,365.2,61,1.27239853587858,103.825625504182,090104,BUKIT MERAH
104,CLEMENTI ST 14,4,CL,16,0,0,0,0,0,16,0,0,0,0,0,0,16,0,60.8,62,1.32294968512724,103.769189152266,120104,CLEMENTI
104,GANGSA RD,10,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,90,0,253.8,64,1.37880399486152,103.76796875654,670104,BUKIT PANJANG
104,HENDERSON CRES,12,BM,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,45,1.2893692748935,103.821538089569,150104,BUKIT MERAH
104,HOUGANG AVE 1,4,HG,8,0,0,8,0,0,0,0,0,0,0,0,0,8,0,20.0,61,1.35478438666054,103.890318475929,530104,HOUGANG
104,JLN RAJAH,25,KWN,144,0,0,0,48,96,0,0,0,0,0,0,0,144,0,494.4,61,1.32780496961457,103.853262284564,321104,KALLANG/WHAMPOA
104,JLN DUSUN,4,KWN,24,0,0,0,24,0,0,0,0,0,0,0,0,24,0,79.19999999999999,58,1.32842530547543,103.844142365034,320104,KALLANG/WHAMPOA
104,JURONG EAST ST 13,4,JE,20,0,0,20,0,0,0,0,0,0,0,0,0,20,0,50.0,60,1.33658465311802,103.737623303842,600104,JURONG EAST
104,LENGKONG TIGA,9,BD,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,209.0,66,1.32563496745023,103.909815198327,410104,BEDOK
104,PASIR RIS ST 12,11,PRC,130,0,0,0,78,52,0,0,0,0,0,0,0,130,0,439.4,66,1.36795278578738,103.958702642513,510104,PASIR RIS
104,POTONG PASIR AVE 1,16,TP,174,0,0,122,48,0,4,0,0,0,0,0,0,174,0,478.59999999999997,62,1.3343391689203,103.869158899303,350104,TOA PAYOH
104,RIVERVALE WALK,17,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,78,0,261.0,75,1.38262745864985,103.900929877213,540104,SENGKANG
104,SERANGOON NTH AVE 1,4,SGN,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,62,1.37059316193953,103.871086801722,550104,SERANGOON
104,SPOTTISWOODE PK RD,25,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,94,0,329.6,54,1.27442754696062,103.834878784712,080104,BUKIT MERAH
104,TAMPINES ST 11,11,TAP,119,0,0,78,40,0,1,0,0,0,0,0,0,119,0,330.8,60,1.34720576651075,103.946641750013,520104,TAMPINES
104,TECK WHYE LANE,9,CCK,80,0,0,0,52,28,0,0,0,0,0,0,0,80,0,269.6,66,1.37708162127187,103.752870448301,680104,CHOA CHU KANG
104,TOWNER RD,11,KWN,90,0,0,0,40,50,0,0,0,0,0,0,0,90,0,307.0,60,1.31982354462646,103.860979745364,322104,KALLANG/WHAMPOA
104,WHAMPOA DR,19,KWN,112,0,0,0,65,47,0,0,0,0,0,0,0,112,0,379.0,75,1.3207995912383,103.853327785421,323104,KALLANG/WHAMPOA
104,WOODLANDS ST 13,13,WL,111,0,0,0,111,0,0,0,0,0,0,0,0,111,0,366.29999999999995,62,1.43646587087026,103.781576865168,730104,WOODLANDS
104A,ANG MO KIO ST 11,12,AMK,60,0,0,0,0,0,60,0,0,0,0,0,0,60,0,228.0,72,1.37182700854497,103.838803655863,560104,ANG MO KIO
104A,BIDADARI PK DR,17,TP,290,0,40,94,156,0,0,0,0,0,0,0,0,290,0,849.8,98,1.33532197788922,103.870933993338,341104,TOA PAYOH
104A,CANBERRA ST,15,SB,140,0,0,42,98,0,0,0,0,0,0,0,0,140,0,428.4,95,1.45035225780871,103.832262400576,751104,SEMBAWANG
104A,DEPOT RD,25,BM,96,0,0,0,48,48,0,0,0,0,0,0,0,96,0,326.4,76,1.28045561330579,103.812317740785,101104,BUKIT MERAH
104A,EDGEFIELD PLAINS,17,PG,92,0,0,0,32,60,0,0,0,0,0,0,0,92,0,315.6,79,1.3968057047795,103.905054187798,821104,PUNGGOL
104B,ANG MO KIO ST 11,12,AMK,88,0,0,0,0,88,0,0,0,0,0,0,0,88,0,308.0,72,1.37151151416054,103.838458787545,561104,ANG MO KIO
104B,CANBERRA ST,15,SB,168,0,70,28,70,0,0,0,0,0,0,0,0,168,0,476.0,95,1.45007421711069,103.831377046227,752104,SEMBAWANG
104B,DEPOT RD,20,BM,76,0,0,0,38,38,0,0,0,0,0,0,0,76,0,258.4,76,1.28049143987378,103.812100811742,102104,BUKIT MERAH
104B,EDGEFIELD PLAINS,17,PG,92,0,0,0,32,60,0,0,0,0,0,0,0,92,0,315.6,79,1.39660886204199,103.905303792463,822104,PUNGGOL
104C,CANBERRA ST,15,SB,137,0,0,42,95,0,0,0,0,0,0,0,0,137,0,418.5,95,1.44970999451163,103.831775965127,753104,SEMBAWANG
104D,CANBERRA ST,15,SB,167,0,70,27,70,0,0,0,0,0,0,0,0,167,0,473.5,95,1.44985632437762,103.83236697954,754104,SEMBAWANG
105,ALJUNIED CRES,12,GL,88,0,0,0,12,76,0,0,0,0,0,0,0,88,0,305.6,56,1.31946862097465,103.882751492944,380105,GEYLANG
105,ANG MO KIO AVE 4,10,AMK,90,0,0,0,90,0,0,0,0,0,0,0,0,90,0,297.0,55,1.37231328287072,103.837601112788,560105,ANG MO KIO
105,BEDOK RESERVOIR RD,12,BD,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,63,1.32914437941094,103.909112780576,470105,BEDOK
105,BEDOK NTH AVE 4,14,BD,155,0,0,128,26,0,1,0,0,0,0,0,0,155,0,409.6,54,1.33372280929,103.936517719048,460105,BEDOK
105,BISHAN ST 12,9,BH,116,0,0,64,50,0,0,0,0,0,0,2,0,114,2,330.0,63,1.34589493632505,103.847365252767,570105,BISHAN
105,BT BATOK CTRL,10,BB,81,0,0,0,81,0,0,0,0,0,0,0,0,81,0,267.3,62,1.3485726542005,103.747156223784,650105,BUKIT BATOK
105,BT PURMEI RD,13,BM,144,0,0,96,48,0,0,0,0,0,0,0,0,144,0,398.4,60,1.27248301325334,103.824703021719,090105,BUKIT MERAH
105,CLEMENTI ST 12,4,CL,42,0,0,41,0,0,0,0,0,0,0,1,0,41,1,105.0,62,1.32271179028812,103.76988810369,120105,CLEMENTI
105,GANGSA RD,4,BP,40,0,0,24,16,0,0,0,0,0,0,0,0,40,0,112.8,64,1.37831242120574,103.767763308976,670105,BUKIT PANJANG
105,HENDERSON CRES,24,BM,270,0,0,264,0,6,0,0,0,0,0,0,0,270,0,681.0,52,1.29021420176947,103.822356844711,150105,BUKIT MERAH
105,JLN RAJAH,9,KWN,72,0,0,0,0,0,72,0,0,0,0,0,0,72,0,273.59999999999997,61,1.32857909987613,103.85387252356,320105,KALLANG/WHAMPOA
105,JURONG EAST ST 13,12,JE,98,0,0,0,98,0,0,0,0,0,0,0,0,98,0,323.4,60,1.33738746819329,103.738527627347,600105,JURONG EAST
105,LENGKONG TIGA,4,BD,8,0,0,0,0,0,8,0,0,0,0,0,0,8,0,30.4,66,1.32564831471452,103.91011217937,410105,BEDOK
105,PASIR RIS ST 12,11,PRC,120,0,0,0,68,52,0,0,0,0,0,0,0,120,0,406.4,66,1.36843792148695,103.957538790848,510105,PASIR RIS
105,POTONG PASIR AVE 1,16,TP,178,0,0,152,26,0,0,0,0,0,0,0,0,178,0,465.8,62,1.3344146057866,103.86869426623,350105,TOA PAYOH
105,RIVERVALE WALK,17,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,78,0,261.0,75,1.38215613071495,103.900711925224,540105,SENGKANG
105,SERANGOON NTH AVE 1,13,SGN,120,0,0,120,0,0,0,0,0,0,0,0,0,120,0,300.0,61,1.37024745860601,103.870225980491,550105,SERANGOON
105,SIMEI ST 1,4,TAP,32,0,0,0,0,0,32,0,0,0,0,0,0,32,0,121.6,65,1.34092459427981,103.950742498791,520105,TAMPINES
105,SPOTTISWOODE PK RD,25,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,94,0,329.6,54,1.27380075624949,103.834482197156,080105,BUKIT MERAH
105,TAMPINES ST 11,11,TAP,119,0,0,78,40,0,1,0,0,0,0,0,0,119,0,330.8,60,1.3480931246949,103.947177564477,521105,TAMPINES
105,TECK WHYE LANE,12,CCK,132,0,0,65,66,0,0,0,0,0,0,1,0,131,1,382.79999999999995,65,1.37765001961331,103.7529943035,680105,CHOA CHU KANG
105,TOWNER RD,25,KWN,275,0,0,120,155,0,0,0,0,0,0,0,0,275,0,811.5,62,1.3208130428228,103.861346713506,321105,KALLANG/WHAMPOA
105,WOODLANDS ST 13,13,WL,111,0,0,0,111,0,0,0,0,0,0,0,0,111,0,366.29999999999995,62,1.43684476168491,103.781579113316,730105,WOODLANDS
105A,BIDADARI PK DR,17,TP,64,0,0,0,28,36,0,0,0,0,0,0,0,64,0,218.39999999999998,97,1.33400699237548,103.870430572231,341105,TOA PAYOH
105A,DEPOT RD,21,BM,160,0,0,80,80,0,0,0,0,0,0,0,0,160,0,464.0,94,1.28107116546835,103.811405730352,101105,BUKIT MERAH
105A,EDGEFIELD PLAINS,17,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,85,0,291.9,79,1.3969413315622,103.905729497383,821105,PUNGGOL
105B,BIDADARI PK DR,17,TP,92,0,0,0,54,38,0,0,0,0,0,0,0,92,0,311.2,97,1.33347403879152,103.870490405284,342105,TOA PAYOH
105B,EDGEFIELD PLAINS,17,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,85,0,291.9,79,1.39720646427031,103.906002280084,822105,PUNGGOL
105C,EDGEFIELD PLAINS,17,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,85,0,291.9,79,1.39767203537129,103.905598767902,823105,PUNGGOL
105D,EDGEFIELD PLAINS,17,PG,85,0,0,0,28,57,0,0,0,0,0,0,0,85,0,291.9,79,1.39717530895925,103.905229593145,824105,PUNGGOL
106,ALJUNIED CRES,12,GL,194,0,0,167,22,4,0,0,0,0,0,1,0,193,1,506.6,56,1.31905494962151,103.882900918125,380106,GEYLANG
106,ANG MO KIO AVE 4,11,AMK,138,0,0,115,20,2,0,0,0,0,0,1,0,137,1,363.0,55,1.37193370323489,103.837486061851,560106,ANG MO KIO
106,BEDOK NTH AVE 4,13,BD,168,0,34,0,0,0,0,0,0,0,134,0,0,34,134,420.0,55,1.33445895034228,103.937087136194,460106,BEDOK
106,BEDOK RESERVOIR RD,12,BD,110,0,0,0,110,0,0,0,0,0,0,0,0,110,0,363.0,63,1.32950152189669,103.909381688756,470106,BEDOK
106,BISHAN ST 12,13,BH,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,63,1.34610070068315,103.847847191353,570106,BISHAN
106,BT BATOK CTRL,8,BB,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,330.0,62,1.3482223088624,103.74718849849,650106,BUKIT BATOK
106,BT PURMEI RD,13,BM,123,0,0,51,72,0,0,0,0,0,0,0,0,123,0,365.1,61,1.2729893703256,103.825626826099,090106,BUKIT MERAH
106,GANGSA RD,10,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,90,0,253.8,64,1.3779019997366,103.767412279054,670106,BUKIT PANJANG
106,HENDERSON CRES,14,BM,130,0,0,0,130,0,0,0,0,0,0,0,0,130,0,429.0,51,1.28942607947152,103.822276781927,150106,BUKIT MERAH
106,HOUGANG AVE 1,4,HG,51,0,0,41,9,0,0,0,0,0,0,1,0,50,1,134.7,60,1.35370313485788,103.890680820842,530106,HOUGANG
106,JLN RAJAH,10,KWN,68,0,0,0,0,0,68,0,0,0,0,0,0,68,0,258.4,61,1.32847655795117,103.854698874866,321106,KALLANG/WHAMPOA
106,JLN DUSUN,9,KWN,97,0,0,0,97,0,0,0,0,0,0,0,0,97,0,320.09999999999997,58,1.32855771177594,103.844796773619,320106,KALLANG/WHAMPOA
106,JURONG EAST ST 13,25,JE,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,60,1.33724965052823,103.737674650927,600106,JURONG EAST
106,LENGKONG TIGA,9,BD,43,0,0,0,0,0,43,0,0,0,0,0,0,43,0,163.4,66,1.32508845931345,103.91000876961,410106,BEDOK
106,PASIR RIS ST 12,13,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,96,0,325.2,66,1.36801255048337,103.95765313312,510106,PASIR RIS
106,POTONG PASIR AVE 1,4,TP,38,0,0,36,0,0,2,0,0,0,0,0,0,38,0,97.6,61,1.33410033566662,103.868171273744,350106,TOA PAYOH
106,RIVERVALE WALK,17,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,78,0,261.0,76,1.38249729178426,103.900321341916,540106,SENGKANG
106,SERANGOON NTH AVE 1,12,SGN,131,0,0,130,0,1,0,0,0,0,0,0,0,131,0,328.5,61,1.37024462107298,103.87082295041,550106,SERANGOON
106,SIMEI ST 1,11,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0,100,0,337.2,65,1.34188521733435,103.950833481196,520106,TAMPINES
106,SPOTTISWOODE PK RD,25,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,94,0,329.6,54,1.27356673846343,103.83405815603,080106,BUKIT MERAH
106,TAMPINES ST 11,11,TAP,80,0,0,0,12,68,0,0,0,0,0,0,0,80,0,277.6,61,1.34753919206552,103.947675427986,521106,TAMPINES
106,TECK WHYE LANE,12,CCK,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,65,1.37795798795128,103.752931630674,680106,CHOA CHU KANG
106,TOWNER RD,11,KWN,80,0,0,0,40,40,0,0,0,0,0,0,0,80,0,272.0,61,1.32102000991534,103.860997833137,322106,KALLANG/WHAMPOA
106,WOODLANDS ST 13,4,WL,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,62,1.4367694338717,103.782224172938,730106,WOODLANDS
106,YISHUN RING RD,4,YS,60,0,0,54,4,0,0,0,0,0,0,2,0,58,2,153.2,62,1.43147861432349,103.827452004212,760106,YISHUN
106A,BIDADARI PK DR,17,TP,107,0,0,0,62,45,0,0,0,0,0,0,0,107,0,362.1,97,1.33413899991746,103.871259715052,341106,TOA PAYOH
106A,DEPOT RD,25,BM,96,0,0,0,48,48,0,0,0,0,0,0,0,96,0,326.4,76,1.28061364977894,103.810967870883,101106,BUKIT MERAH
106A,PUNGGOL FIELD,17,PG,131,0,0,0,30,101,0,0,0,0,0,0,0,131,0,452.5,79,1.3966048607668,103.90834413446,821106,PUNGGOL
106B,BIDADARI PK DR,17,TP,87,0,0,0,55,32,0,0,0,0,0,0,0,87,0,293.5,97,1.33364211083176,103.871164760412,342106,TOA PAYOH
106B,DEPOT RD,20,BM,76,0,0,0,38,38,0,0,0,0,0,0,0,76,0,258.4,76,1.28064950442563,103.810750913525,102106,BUKIT MERAH
106B,PUNGGOL FIELD,17,PG,82,0,0,0,56,26,0,0,0,0,0,0,0,82,0,275.79999999999995,79,1.39709453228144,103.907955363138,822106,PUNGGOL
106C,PUNGGOL FIELD,17,PG,82,0,0,0,38,44,0,0,0,0,0,0,0,82,0,279.4,79,1.39736664207497,103.907562230122,823106,PUNGGOL
106D,PUNGGOL FIELD,17,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,86,0,301.0,79,1.39762606734892,103.907358127148,824106,PUNGGOL
107,ALJUNIED CRES,12,GL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,58,1.31896465338811,103.884287246879,380107,GEYLANG
107,ANG MO KIO AVE 4,11,AMK,131,0,0,111,18,1,1,0,0,0,0,0,0,131,0,344.2,55,1.37138400081003,103.837381409794,560107,ANG MO KIO
107,BEDOK NTH RD,12,BD,154,0,0,132,22,0,0,0,0,0,0,0,0,154,0,402.6,54,1.33231740745783,103.936301267285,460107,BEDOK
107,BEDOK RESERVOIR RD,13,BD,120,0,0,72,48,0,0,0,0,0,0,0,0,120,0,338.4,63,1.32987028916159,103.909220387915,470107,BEDOK
107,BISHAN ST 12,13,BH,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,63,1.34641761420969,103.847920706844,570107,BISHAN
107,BT BATOK WEST AVE 6,10,BB,81,0,0,0,81,0,0,0,0,0,0,0,0,81,0,267.3,62,1.34781088479752,103.746608758355,650107,BUKIT BATOK
107,BT PURMEI RD,13,BM,144,0,0,84,60,0,0,0,0,0,0,0,0,144,0,408.0,60,1.27310165475122,103.824508572172,090107,BUKIT MERAH
107,GANGSA RD,13,BP,60,0,0,0,0,0,60,0,0,0,0,0,0,60,0,228.0,64,1.37798469700849,103.766714651133,670107,BUKIT PANJANG
107,JLN BT MERAH,12,BM,222,0,0,218,4,0,0,0,0,0,0,0,0,222,0,558.2,45,1.27983690191197,103.824757769108,160107,BUKIT MERAH
107,JLN RAJAH,13,KWN,96,0,0,0,48,48,0,0,0,0,0,0,0,96,0,326.4,61,1.32785332684887,103.854993724632,320107,KALLANG/WHAMPOA
107,JURONG EAST ST 13,12,JE,60,0,0,0,0,25,35,0,0,0,0,0,0,60,0,220.5,59,1.33778634539959,103.738131877539,600107,JURONG EAST
107,LENGKONG TIGA,4,BD,8,0,0,0,0,0,8,0,0,0,0,0,0,8,0,30.4,66,1.32495459884083,103.910175149612,410107,BEDOK
107,LOR 1 TOA PAYOH,10,TP,96,0,0,96,0,0,0,0,0,0,0,0,0,96,0,240.0,46,1.34123358840729,103.847294021513,310107,TOA PAYOH
107,PASIR RIS ST 12,13,PRC,96,0,0,0,54,42,0,0,0,0,0,0,0,96,0,325.2,66,1.36750966709317,103.957518917808,510107,PASIR RIS
107,POTONG PASIR AVE 1,14,TP,104,0,0,65,39,0,0,0,0,0,0,0,0,104,0,291.2,62,1.33470936894148,103.86841323904,350107,TOA PAYOH
107,RIVERVALE WALK,17,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,78,0,261.0,76,1.38300501325196,103.900272453522,540107,SENGKANG
107,SERANGOON NTH AVE 1,13,SGN,112,0,0,111,0,1,0,0,0,0,0,0,0,112,0,281.0,62,1.36990039748774,103.870224885633,550107,SERANGOON
107,SIMEI ST 1,11,TAP,140,0,0,0,88,52,0,0,0,0,0,0,0,140,0,472.4,65,1.3421611396727,103.950489942022,520107,TAMPINES
107,SPOTTISWOODE PK RD,25,BM,94,0,0,0,0,92,2,0,0,0,0,0,0,94,0,329.6,54,1.27359495858443,103.834917864208,080107,BUKIT MERAH
107,TAMPINES ST 11,10,TAP,115,0,0,65,49,0,1,0,0,0,0,0,0,115,0,328.0,61,1.34832915462114,103.948430663533,521107,TAMPINES
107,TECK WHYE LANE,13,CCK,54,0,0,0,0,0,54,0,0,0,0,0,0,54,0,205.2,66,1.37805538148223,103.753588247554,680107,CHOA CHU KANG
107,TOWNER RD,25,KWN,295,0,0,140,155,0,0,0,0,0,0,0,0,295,0,861.5,60,1.31933733566872,103.860225974926,321107,KALLANG/WHAMPOA
107,WOODLANDS ST 13,4,WL,8,0,0,0,0,0,8,0,0,0,0,0,0,8,0,30.4,62,1.43729843225252,103.782227077422,730107,WOODLANDS
107,YISHUN RING RD,11,YS,337,0,0,240,94,1,2,0,0,0,0,0,0,337,0,921.3,59,1.4322180811837,103.827520197458,760107,YISHUN
107A,BIDADARI PK DR,16,TP,145,0,0,78,52,15,0,0,0,0,0,0,0,145,0,419.1,99,1.33477976786287,103.872399131107,341107,TOA PAYOH
107A,CANBERRA ST,15,SB,139,0,0,41,98,0,0,0,0,0,0,0,0,139,0,425.9,95,1.44990474622,103.832979240964,751107,SEMBAWANG
107A,EDGEFIELD PLAINS,17,PG,86,0,0,0,0,86,0,0,0,0,0,0,0,86,0,301.0,79,1.39719879396476,103.906825785664,821107,PUNGGOL
107B,BIDADARI PK DR,16,TP,78,0,0,0,30,48,0,0,0,0,0,0,0,78,0,267.0,99,1.33437155153983,103.872117221909,342107,TOA PAYOH
107B,CANBERRA ST,15,SB,140,0,0,42,98,0,0,0,0,0,0,0,0,140,0,428.4,95,1.44916516333167,103.833497265983,752107,SEMBAWANG
107B,EDGEFIELD PLAINS,17,PG,85,0,0,0,27,58,0,0,0,0,0,0,0,85,0,292.1,79,1.39683723523598,103.907248151565,822107,PUNGGOL
107C,CANBERRA ST,15,SB,139,0,0,41,98,0,0,0,0,0,0,0,0,139,0,425.9,95,1.44855782306648,103.833864786,753107,SEMBAWANG
107C,EDGEFIELD PLAINS,17,PG,85,0,0,0,27,58,0,0,0,0,0,0,0,85,0,292.1,79,1.39662152089139,103.907600724822,823107,PUNGGOL
107D,EDGEFIELD PLAINS,17,PG,91,0,0,0,0,91,0,0,0,0,0,0,0,91,0,318.5,79,1.39623803491797,103.908007315128,824107,PUNGGOL
108,ALJUNIED CRES,12,GL,152,0,0,128,22,2,0,0,0,0,0,0,0,152,0,399.6,58,1.31917515239477,103.885321594343,380108,GEYLANG
108,ANG MO KIO AVE 4,12,AMK,122,0,0,89,31,1,0,0,0,0,0,1,0,121,1,330.8,56,1.37096635222625,103.838201940326,560108,ANG MO KIO
108,BEDOK NTH RD,12,BD,154,0,0,132,22,0,0,0,0,0,0,0,0,154,0,402.6,54,1.33274009226511,103.936223519694,460108,BEDOK
108,BEDOK RESERVOIR RD,12,BD,153,0,0,86,66,1,0,0,0,0,0,0,0,153,0,436.29999999999995,63,1.33023193004172,103.909386972458,470108,BEDOK
108,BISHAN ST 12,4,BH,32,0,0,16,16,0,0,0,0,0,0,0,0,32,0,92.8,63,1.34671498920224,103.847398357544,570108,BISHAN
108,BT BATOK WEST AVE 6,8,BB,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,62,1.34744385349941,103.746502064421,650108,BUKIT BATOK
108,BT PURMEI RD,12,BM,176,0,0,55,121,0,0,0,0,0,0,0,0,176,0,536.8,62,1.2733573140352,103.825345821846,090108,BUKIT MERAH
108,C'WEALTH CRES,10,QT,76,0,7,64,4,0,0,0,0,0,1,0,0,75,1,193.2,42,1.30754731967127,103.799088583204,140108,QUEENSTOWN
108,GANGSA RD,10,BP,90,0,0,54,36,0,0,0,0,0,0,0,0,90,0,253.8,64,1.37759685167022,103.767227214144,670108,BUKIT PANJANG
108,HOUGANG AVE 1,4,HG,70,0,0,66,4,0,0,0,0,0,0,0,0,70,0,178.2,60,1.35277393315533,103.890093177026,530108,HOUGANG
108,JLN BT MERAH,10,BM,169,0,0,94,74,0,1,0,0,0,0,0,0,169,0,483.0,61,1.27922008833835,103.825441382185,160108,BUKIT MERAH
108,JLN RAJAH,11,KWN,75,0,0,0,0,0,75,0,0,0,0,0,0,75,0,285.0,61,1.32838935725024,103.855750872335,320108,KALLANG/WHAMPOA
108,JURONG EAST ST 13,12,JE,98,0,0,0,98,0,0,0,0,0,0,0,0,98,0,323.4,60,1.33828303068105,103.737102099236,600108,JURONG EAST
108,LENGKONG TIGA,9,BD,47,0,0,0,0,0,47,0,0,0,0,0,0,47,0,178.6,66,1.32456370966495,103.91013096847,410108,BEDOK
108,LOR 1 TOA PAYOH,10,TP,118,0,0,116,0,2,0,0,0,0,0,0,0,118,0,297.0,47,1.34155252910062,103.847295147125,310108,TOA PAYOH
108,MCNAIR RD,15,KWN,140,0,0,8,104,28,0,0,0,0,0,0,0,140,0,461.2,64,1.3216190383169,103.859382719506,321108,KALLANG/WHAMPOA
108,PASIR RIS ST 12,13,PRC,48,0,0,0,0,0,48,0,0,0,0,0,0,48,0,182.39999999999998,66,1.36747877864087,103.95701769761,510108,PASIR RIS
108,POTONG PASIR AVE 1,14,TP,142,0,0,115,26,0,1,0,0,0,0,0,0,142,0,377.1,62,1.33472004322162,103.867928446438,350108,TOA PAYOH
108,RIVERVALE WALK,17,SK,78,0,0,0,60,18,0,0,0,0,0,0,0,78,0,261.0,76,1.38281168591309,103.899782887436,540108,SENGKANG
108,SERANGOON NTH AVE 1,12,SGN,128,0,0,124,0,4,0,0,0,0,0,0,0,128,0,324.0,61,1.36990140336943,103.87120683593,550108,SERANGOON
108,SIMEI ST 1,11,TAP,100,0,0,0,64,36,0,0,0,0,0,0,0,100,0,337.2,65,1.34301954085884,103.951007442775,520108,TAMPINES
108,TAMPINES ST 11,11,TAP,120,0,0,80,40,0,0,0,0,0,0,0,0,120,0,332.0,61,1.34786646438205,103.94856161626,521108,TAMPINES
108,TECK WHYE LANE,13,CCK,72,0,0,0,0,0,72,0,0,0,0,0,0,72,0,273.59999999999997,66,1.378324137359,103.752950750544,680108,CHOA CHU KANG
108,WOODLANDS ST 13,13,WL,111,0,0,0,111,0,0,0,0,0,0,0,0,111,0,366.29999999999995,62,1.43721908735525,103.781576753293,730108,WOODLANDS
108,YISHUN RING RD,9,YS,208,0,0,137,32,0,0,0,0,16,16,7,0,169,39,536.0,59,1.43232355080911,103.829071971177,760108,YISHUN
108A,CANBERRA WALK,14,SB,112,0,0,0,38,74,0,0,0,0,0,0,0,112,0,384.4,95,1.44776056626366,103.831274677849,751108,SEMBAWANG
108B,CANBERRA WALK,14,SB,117,0,0,0,65,52,0,0,0,0,0,0,0,117,0,396.5,95,1.44818951673352,103.831856910403,752108,SEMBAWANG
108B,MCNAIR RD,30,KWN,174,0,0,0,87,87,0,0,0,0,0,0,0,174,0,591.5999999999999,81,1.31998124429925,103.859005144914,323108,KALLANG/WHAMPOA
108C,CANBERRA WALK,13,SB,108,0,0,0,60,48,0,0,0,0,0,0,0,108,0,366.0,95,1.44735330149199,103.831796158318,753108,SEMBAWANG
108C,MCNAIR RD,30,KWN,174,0,0,0,116,58,0,0,0,0,0,0,0,174,0,585.8,81,1.31984417513752,103.859462494536,324108,KALLANG/WHAMPOA
109,ALJUNIED CRES,12,GL,195,0,59,130,3,0,0,0,0,0,2,1,0,192,3,489.9,58,1.31939291785822,103.884439876207,380109,GEYLANG
109,ANG MO KIO AVE 4,12,AMK,154,0,0,120,33,0,0,0,0,0,0,1,0,153,1,411.4,56,1.3700965375834,103.837687766047,560109,ANG MO KIO
109,BEDOK NTH RD,12,BD,149,0,0,122,22,3,2,0,0,0,0,0,0,149,0,395.7,54,1.33205316021213,103.93493510232,460109,BEDOK
109,BEDOK RESERVOIR RD,4,BD,32,0,0,24,8,0,0,0,0,0,0,0,0,32,0,86.4,63,1.32963136613535,103.909902161479,470109,BEDOK
109,BISHAN ST 12,13,BH,96,0,0,0,96,0,0,0,0,0,0,0,0,96,0,316.79999999999995,63,1.34675059587742,103.847990168368,570109,BISHAN
109,BT BATOK WEST AVE 6,11,BB,115,0,0,74,0,0,0,0,0,20,20,1,0,74,41,275.5,62,1.34700376747987,103.746170410388,650109,BUKIT BATOK
109,BT PURMEI RD,12,BM,162,0,0,99,61,0,2,0,0,0,0,0,0,162,0,456.4,62,1.27392939929265,103.825310761145,090109,BUKIT MERAH
109,C'WEALTH CRES,10,QT,79,0,10,68,1,0,0,0,0,0,0,0,0,79,0,198.3,42,1.30724943075855,103.798938288338,140109,QUEENSTOWN
109,CLEMENTI ST 11,4,CL,47,0,0,47,0,0,0,0,0,0,0,0,0,47,0,117.5,62,1.32189101790957,103.770595265822,120109,CLEMENTI
