blk_no,street,max_floor_lvl,bldg_contract_town,total_dwelling_units,1room_sold,2room_sold,3room_sold,4room_sold,5room_sold,exec_sold,multigen_sold,studio_apartment_sold,1room_rental,2room_rental,3room_rental,other_room_rental,n_sold,n_rental,n_residents,remaining_lease,Latitude,Longitude,Postcode,hdb_town
311C,ANCHORVALE LANE,18,SK,104,0,0,0,53,51,0,0,0,0,0,0,0,104,0,353.4,78,1.39157127388497,103.884436159774,543311,SENGKANG
311C,CLEMENTI AVE 4,40,CL,296,0,0,74,148,74,0,0,0,0,0,0,0,296,0,932.4,93,1.32010579336827,103.765573470177,123311,CLEMENTI
311D,ANCHORVALE LANE,18,SK,104,0,0,0,53,51,0,0,0,0,0,0,0,104,0,353.4,78,1.39185683967752,103.884702425227,544311,SENGKANG
312,ANG MO KIO AVE 3,15,AMK,84,0,0,0,12,72,0,0,0,0,0,0,0,84,0,291.6,55,1.36620036835108,103.848778360851,560312,ANG MO KIO
312,BT BATOK ST 32,12,BB,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,62,1.35987875096146,103.74733565667,650312,BUKIT BATOK
312,HOUGANG AVE 5,4,HG,20,0,0,0,0,20,0,0,0,0,0,0,0,20,0,70.0,60,1.36546009765406,103.894248890923,530312,HOUGANG
312,JURONG EAST ST 32,13,JE,126,0,0,0,78,48,0,0,0,0,0,0,0,126,0,425.4,61,1.34691464537256,103.732174273854,600312,JURONG EAST
312,SEMBAWANG DR,16,SB,135,0,0,0,60,75,0,0,0,0,0,0,0,135,0,460.5,75,1.44450265839408,103.821009544645,750312,SEMBAWANG
312,SERANGOON AVE 2,12,SGN,88,0,0,0,12,76,0,0,0,0,0,0,0,88,0,305.6,62,1.35328810773066,103.865796441043,550312,SERANGOON
312,SHUNFU RD,10,BH,90,0,0,0,16,74,0,0,0,0,0,0,0,90,0,311.8,62,1.35120461586182,103.838716846527,570312,BISHAN
312,TAMPINES ST 33,12,TAP,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,209.0,70,1.35257036820685,103.957257299848,520312,TAMPINES
312,UBI AVE 1,4,GL,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,63,1.32967348010041,103.903784250226,400312,GEYLANG
312,WOODLANDS ST 31,4,WL,32,0,0,0,32,0,0,0,0,0,0,0,0,32,0,105.6,65,1.43068809166629,103.775651955153,730312,WOODLANDS
312,YISHUN RING RD,12,YS,132,0,0,0,132,0,0,0,0,0,0,0,0,132,0,435.59999999999997,64,1.43141656564449,103.841457393515,760312,YISHUN
312A,ANCHORVALE LANE,18,SK,104,0,0,0,0,36,68,0,0,0,0,0,0,104,0,384.4,78,1.39173374169872,103.885155624264,541312,SENGKANG
312A,CLEMENTI AVE 4,40,CL,228,0,0,78,78,72,0,0,0,0,0,0,0,228,0,704.4,94,1.31908894426179,103.764441220265,121312,CLEMENTI
312A,SUMANG LINK,16,PG,140,0,0,112,28,0,0,0,0,0,0,0,0,140,0,372.4,92,1.41081926900094,103.900371677782,821312,PUNGGOL
312B,ANCHORVALE LANE,18,SK,104,0,0,0,0,36,68,0,0,0,0,0,0,104,0,384.4,78,1.39173421861576,103.885497782179,542312,SENGKANG
312B,CLEMENTI AVE 4,40,CL,228,0,0,78,78,72,0,0,0,0,0,0,0,228,0,704.4,94,1.3196729696325,103.764455532029,122312,CLEMENTI
312B,SUMANG LINK,16,PG,90,0,0,0,45,45,0,0,0,0,0,0,0,90,0,306.0,92,1.41135309598215,103.900614672147,822312,PUNGGOL
312C,CLEMENTI AVE 4,40,CL,228,0,0,0,156,72,0,0,0,0,0,0,0,228,0,766.8,94,1.31952267914453,103.764025116013,123312,CLEMENTI
312C,SUMANG LINK,16,PG,114,0,0,0,71,43,0,0,0,0,0,0,0,114,0,384.79999999999995,92,1.41090728064356,103.901186089898,823312,PUNGGOL
313,ANG MO KIO AVE 3,12,AMK,194,0,0,168,22,3,1,0,0,0,0,0,0,194,0,506.9,55,1.36664972640598,103.850133665442,560313,ANG MO KIO
313,BT BATOK ST 32,12,BB,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,62,1.36025027184777,103.747782999863,650313,BUKIT BATOK
313,HOUGANG AVE 5,13,HG,180,0,0,78,0,0,0,0,0,24,48,30,0,78,102,435.6,59,1.36521740546842,103.894771265948,530313,HOUGANG
313,JURONG EAST ST 32,10,JE,90,0,0,54,36,0,0,0,0,0,0,0,0,90,0,253.8,61,1.34715455988215,103.733348701413,600313,JURONG EAST
313,SEMBAWANG DR,16,SB,105,0,0,0,30,75,0,0,0,0,0,0,0,105,0,361.5,75,1.44447224601627,103.821707282924,750313,SEMBAWANG
313,SERANGOON AVE 2,4,SGN,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,62,1.35323929752374,103.865249340249,550313,SERANGOON
313,SHUNFU RD,10,BH,162,0,0,81,81,0,0,0,0,0,0,0,0,162,0,469.8,62,1.35147881263426,103.837185216121,570313,BISHAN
313,TAMPINES ST 33,12,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0,44,0,167.2,70,1.35221766773568,103.956809861,520313,TAMPINES
313,UBI AVE 1,12,GL,115,0,0,0,115,0,0,0,0,0,0,0,0,115,0,379.5,63,1.32906022188765,103.903899355526,400313,GEYLANG
313,WOODLANDS ST 31,12,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,62,1.43080387256595,103.776172390442,730313,WOODLANDS
313A,ANCHORVALE RD,16,SK,82,0,0,0,26,56,0,0,0,0,0,0,0,82,0,281.8,79,1.39158552030217,103.887519934332,541313,SENGKANG
313A,SUMANG LINK,16,PG,150,0,0,60,90,0,0,0,0,0,0,0,0,150,0,447.0,92,1.4098518409694,103.901995283996,821313,PUNGGOL
313B,ANCHORVALE RD,16,SK,108,0,0,0,26,82,0,0,0,0,0,0,0,108,0,372.8,79,1.39134850373845,103.888012432395,542313,SENGKANG
313B,SUMANG LINK,16,PG,89,0,0,0,45,44,0,0,0,0,0,0,0,89,0,302.5,92,1.41023954723192,103.902143588407,822313,PUNGGOL
313C,ANCHORVALE RD,16,SK,84,0,0,0,26,58,0,0,0,0,0,0,0,84,0,288.8,79,1.39183903140814,103.887995878385,543313,SENGKANG
313C,SUMANG LINK,16,PG,99,0,0,0,59,40,0,0,0,0,0,0,0,99,0,334.7,92,1.41062885103467,103.901551852458,823313,PUNGGOL
313D,ANCHORVALE RD,16,SK,84,0,0,0,26,0,58,0,0,0,0,0,0,84,0,306.2,79,1.39215061903001,103.887563158843,544313,SENGKANG
314,ANG MO KIO AVE 3,12,AMK,242,0,153,0,0,0,0,0,0,0,89,0,0,153,89,605.0,54,1.36622707120636,103.850085858983,560314,ANG MO KIO
314,BT BATOK ST 32,4,BB,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,63,1.3603147490342,103.746966785008,650314,BUKIT BATOK
314,HOUGANG AVE 5,13,HG,105,0,0,0,105,0,0,0,0,0,0,0,0,105,0,346.5,60,1.36476465177918,103.894218784179,530314,HOUGANG
314,JURONG EAST ST 32,13,JE,108,0,0,0,69,39,0,0,0,0,0,0,0,108,0,364.2,61,1.34665351063977,103.733275157188,600314,JURONG EAST
314,SEMBAWANG DR,16,SB,108,0,0,0,108,0,0,0,0,0,0,0,0,108,0,356.4,75,1.44369870028224,103.821192155791,750314,SEMBAWANG
314,SERANGOON AVE 2,4,SGN,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,62,1.35292209672281,103.865518393894,550314,SERANGOON
314,TAMPINES ST 33,12,TAP,44,0,0,0,0,0,44,0,0,0,0,0,0,44,0,167.2,70,1.3522170260524,103.957126056792,520314,TAMPINES
314,UBI AVE 1,11,GL,124,0,0,0,124,0,0,0,0,0,0,0,0,124,0,409.2,63,1.32929452580121,103.903634766965,400314,GEYLANG
314,WOODLANDS ST 31,12,WL,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,62,1.43119072372737,103.776074114475,730314,WOODLANDS
314,YISHUN RING RD,12,YS,87,0,0,0,57,30,0,0,0,0,0,0,0,87,0,293.1,72,1.4317314171105,103.841752753756,760314,YISHUN
314A,ANCHORVALE LINK,15,SK,78,0,0,0,22,56,0,0,0,0,0,0,0,78,0,268.6,79,1.39096346792355,103.889146783177,541314,SENGKANG
314A,PUNGGOL WAY,18,PG,160,0,0,64,64,32,0,0,0,0,0,0,0,160,0,483.2,94,1.40826187839775,103.898017940475,821314,PUNGGOL
314B,ANCHORVALE LINK,16,SK,108,0,0,0,26,82,0,0,0,0,0,0,0,108,0,372.8,79,1.39104986151367,103.888846713825,542314,SENGKANG
314B,PUNGGOL WAY,18,PG,166,0,0,32,100,34,0,0,0,0,0,0,0,166,0,529.0,94,1.40789778716346,103.897370752408,822314,PUNGGOL
314C,ANCHORVALE LINK,16,SK,84,0,0,0,26,58,0,0,0,0,0,0,0,84,0,288.8,79,1.39146759994418,103.888964274249,543314,SENGKANG
314D,ANCHORVALE LINK,15,SK,78,0,0,0,22,0,56,0,0,0,0,0,0,78,0,285.4,79,1.39142658189252,103.889253370265,544314,SENGKANG
315,BT BATOK ST 32,9,BB,116,0,0,0,76,40,0,0,0,0,0,0,0,116,0,390.79999999999995,63,1.36009637574567,103.746560963113,650315,BUKIT BATOK
315,CLEMENTI AVE 4,12,CL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,56,1.31847036567508,103.765419463873,120315,CLEMENTI
315,HOUGANG AVE 5,4,HG,18,0,0,9,6,0,0,0,0,0,0,3,0,15,3,49.8,59,1.36487118219384,103.894979026095,530315,HOUGANG
315,JURONG EAST ST 32,13,JE,144,0,0,60,84,0,0,0,0,0,0,0,0,144,0,427.2,61,1.34603432938681,103.732850513855,600315,JURONG EAST
315,SERANGOON AVE 2,12,SGN,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,62,1.35293445761679,103.865970806633,550315,SERANGOON
315,SEMBAWANG VISTA,16,SB,90,0,0,0,60,30,0,0,0,0,0,0,0,90,0,303.0,75,1.44686608385044,103.82060863266,750315,SEMBAWANG
315,TAMPINES ST 33,12,TAP,55,0,0,0,0,0,55,0,0,0,0,0,0,55,0,209.0,70,1.35214170002867,103.957447937175,520315,TAMPINES
315,UBI AVE 1,11,GL,124,0,0,0,124,0,0,0,0,0,0,0,0,124,0,409.2,63,1.32935634839085,103.903220788002,400315,GEYLANG
315,WOODLANDS ST 31,4,WL,16,0,0,0,16,0,0,0,0,0,0,0,0,16,0,52.8,65,1.43147640608651,103.77584621921,730315,WOODLANDS
315A,ANG MO KIO ST 31,28,AMK,171,0,0,0,117,54,0,0,0,0,0,0,0,171,0,575.0999999999999,83,1.36421831526448,103.846861474806,562315,ANG MO KIO
315A,ANCHORVALE RD,16,SK,72,0,0,0,0,28,44,0,0,0,0,0,0,72,0,265.2,79,1.39194187989874,103.889018489102,541315,SENGKANG
315A,PUNGGOL WAY,18,PG,160,0,0,64,64,32,0,0,0,0,0,0,0,160,0,483.2,94,1.40831677374217,103.897052983922,821315,PUNGGOL
315A,YISHUN AVE 9,15,YS,112,0,0,0,84,28,0,0,0,0,0,0,0,112,0,375.2,92,1.43238385408312,103.842384119393,761315,YISHUN
315B,ANCHORVALE RD,16,SK,72,0,0,0,0,28,44,0,0,0,0,0,0,72,0,265.2,79,1.39217823243959,103.888323166759,542315,SENGKANG
315B,ANG MO KIO ST 31,28,AMK,135,0,0,0,54,81,0,0,0,0,0,0,0,135,0,461.7,82,1.36402757273373,103.847478724527,563315,ANG MO KIO
315B,PUNGGOL WAY,18,PG,168,0,0,34,102,32,0,0,0,0,0,0,0,168,0,533.5999999999999,94,1.40795602683384,103.896400767911,822315,PUNGGOL
315B,YISHUN AVE 9,15,YS,98,0,0,0,42,56,0,0,0,0,0,0,0,98,0,334.6,92,1.43193085614681,103.842565042895,762315,YISHUN
315C,ANCHORVALE RD,16,SK,100,0,0,0,0,56,44,0,0,0,0,0,0,100,0,363.2,79,1.39234414519167,103.888049808731,543315,SENGKANG
315C,YISHUN AVE 9,15,YS,112,0,0,0,56,56,0,0,0,0,0,0,0,112,0,380.79999999999995,92,1.43236735703997,103.843300870773,763315,YISHUN
316,BT BATOK ST 32,12,BB,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,62,1.3605766052846,103.746834002944,650316,BUKIT BATOK
316,CLEMENTI AVE 4,12,CL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,56,1.3184700954521,103.764526086951,120316,CLEMENTI
316,HOUGANG AVE 7,11,HG,135,0,0,81,0,0,0,0,0,10,20,24,0,81,54,331.5,59,1.36497584742043,103.896809883055,530316,HOUGANG
316,JURONG EAST ST 32,13,JE,177,0,0,0,114,63,0,0,0,0,0,0,0,177,0,596.7,61,1.34579717453294,103.73230005742,600316,JURONG EAST
316,SEMBAWANG VISTA,16,SB,120,0,0,0,45,75,0,0,0,0,0,0,0,120,0,411.0,75,1.44634275472687,103.820816616633,750316,SEMBAWANG
316,SERANGOON AVE 2,4,SGN,8,0,0,0,0,0,8,0,0,0,0,0,0,8,0,30.4,62,1.35301133658634,103.86647177389,550316,SERANGOON
316,TAMPINES ST 33,10,TAP,90,0,0,0,45,45,0,0,0,0,0,0,0,90,0,306.0,72,1.35148620830528,103.957696576296,520316,TAMPINES
316,UBI AVE 1,12,GL,135,0,0,88,46,1,0,0,0,0,0,0,0,135,0,375.29999999999995,63,1.32942959489354,103.902786753395,400316,GEYLANG
316,WOODLANDS ST 31,12,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,63,1.43150897103474,103.776361760175,730316,WOODLANDS
316A,ANG MO KIO ST 31,28,AMK,165,0,0,0,111,54,0,0,0,0,0,0,0,165,0,555.3,83,1.36476598625413,103.846907899709,562316,ANG MO KIO
316A,ANCHORVALE LINK,16,SK,100,0,0,0,0,56,44,0,0,0,0,0,0,100,0,363.2,79,1.39259070435595,103.889372018379,541316,SENGKANG
316A,PUNGGOL WAY,18,PG,102,0,0,34,32,36,0,0,0,0,0,0,0,102,0,316.6,94,1.40890165905109,103.898407764488,821316,PUNGGOL
316A,YISHUN AVE 9,15,YS,112,0,0,56,56,0,0,0,0,0,0,0,0,112,0,324.79999999999995,92,1.43335530681195,103.842705084631,761316,YISHUN
316B,ANCHORVALE LINK,16,SK,72,0,0,0,0,28,44,0,0,0,0,0,0,72,0,265.2,79,1.39284937868558,103.888820766704,542316,SENGKANG
316B,PUNGGOL WAY,13,PG,77,0,0,14,26,37,0,0,0,0,0,0,0,77,0,250.3,94,1.40894665776408,103.89792554782,822316,PUNGGOL
316B,YISHUN AVE 9,15,YS,112,0,0,56,56,0,0,0,0,0,0,0,0,112,0,324.79999999999995,92,1.43286932101608,103.842697590791,762316,YISHUN
316C,ANCHORVALE LINK,16,SK,72,0,0,0,0,28,44,0,0,0,0,0,0,72,0,265.2,79,1.39316162628404,103.888370952522,543316,SENGKANG
316C,PUNGGOL WAY,13,PG,76,0,0,0,48,28,0,0,0,0,0,0,0,76,0,256.4,93,1.40897577474178,103.897024808292,823316,PUNGGOL
316C,YISHUN AVE 9,15,YS,112,0,0,0,56,56,0,0,0,0,0,0,0,112,0,380.79999999999995,92,1.43292306072856,103.843472712009,763316,YISHUN
316D,PUNGGOL WAY,18,PG,100,0,0,0,64,36,0,0,0,0,0,0,0,100,0,337.2,93,1.40879311418322,103.896812070957,824316,PUNGGOL
317,ANG MO KIO ST 31,20,AMK,91,0,0,0,7,84,0,0,0,0,0,0,0,91,0,317.1,71,1.36562478329901,103.847011474539,560317,ANG MO KIO
317,BT BATOK ST 32,4,BB,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,63,1.36063976510707,103.747638364128,650317,BUKIT BATOK
317,CLEMENTI AVE 4,12,CL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,56,1.31803800701388,103.764519142282,120317,CLEMENTI
317,HOUGANG AVE 7,11,HG,120,0,0,80,40,0,0,0,0,0,0,0,0,120,0,332.0,61,1.36529966178088,103.896454800013,530317,HOUGANG
317,JURONG EAST ST 31,13,JE,162,0,0,0,108,54,0,0,0,0,0,0,0,162,0,545.4,61,1.3466798351223,103.731141908994,600317,JURONG EAST
317,SEMBAWANG VISTA,16,SB,150,0,0,0,75,75,0,0,0,0,0,0,0,150,0,510.0,75,1.44593452355645,103.82043061222,750317,SEMBAWANG
317,SERANGOON AVE 2,15,SGN,81,0,0,0,0,0,81,0,0,0,0,0,0,81,0,307.8,62,1.35260972084146,103.866222094228,550317,SERANGOON
317,TAMPINES ST 33,10,TAP,90,0,0,0,45,45,0,0,0,0,0,0,0,90,0,306.0,72,1.35153802906184,103.956897901071,520317,TAMPINES
317,UBI AVE 1,4,GL,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,63,1.32857757757936,103.902800620956,400317,GEYLANG
317,WOODLANDS ST 31,12,WL,131,0,0,65,65,0,1,0,0,0,0,0,0,131,0,380.8,62,1.43189593455214,103.776268265174,730317,WOODLANDS
317A,ANCHORVALE RD,16,SK,82,0,0,0,26,56,0,0,0,0,0,0,0,82,0,281.8,79,1.39392639161049,103.887958194183,541317,SENGKANG
317A,YISHUN AVE 9,15,YS,98,0,0,0,28,70,0,0,0,0,0,0,0,98,0,337.4,92,1.43450592896688,103.843292004282,761317,YISHUN
317B,ANCHORVALE RD,16,SK,108,0,0,0,26,82,0,0,0,0,0,0,0,108,0,372.8,79,1.39386232204759,103.888540263546,542317,SENGKANG
317B,YISHUN AVE 9,15,YS,168,0,16,0,56,0,0,0,96,0,0,0,0,168,0,436.0,92,1.43416878511817,103.842950441024,762317,YISHUN
317C,ANCHORVALE RD,16,SK,84,0,0,0,26,58,0,0,0,0,0,0,0,84,0,288.8,79,1.39345998492639,103.888223477645,543317,SENGKANG
317C,YISHUN AVE 9,15,YS,168,0,12,0,56,0,0,0,100,0,0,0,0,168,0,434.8,92,1.43378048287839,103.843105705893,763317,YISHUN
317D,ANCHORVALE RD,16,SK,84,0,0,0,26,0,58,0,0,0,0,0,0,84,0,306.2,78,1.39346617238896,103.887930423496,544317,SENGKANG
318,BT BATOK ST 32,12,BB,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,62,1.36094741502687,103.747050643733,650318,BUKIT BATOK
318,CLEMENTI AVE 4,12,CL,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,56,1.31803746016205,103.765413358653,120318,CLEMENTI
318,HOUGANG AVE 5,4,HG,24,0,0,16,8,0,0,0,0,0,0,0,0,24,0,66.4,60,1.36566360773212,103.896194709398,530318,HOUGANG
318,JURONG EAST ST 31,4,JE,19,0,0,17,2,0,0,0,0,0,0,0,0,19,0,49.1,61,1.34750822865247,103.730560691538,600318,JURONG EAST
318,SEMBAWANG VISTA,16,SB,121,0,0,0,93,28,0,0,0,0,0,0,0,121,0,404.9,75,1.44623076981756,103.819993931128,750318,SEMBAWANG
318,SERANGOON AVE 2,15,SGN,81,0,0,0,0,0,81,0,0,0,0,0,0,81,0,307.8,62,1.35284046238433,103.867164766436,550318,SERANGOON
318,TAMPINES ST 33,10,TAP,81,0,0,0,63,18,0,0,0,0,0,0,0,81,0,270.9,72,1.35146093987752,103.956074916044,520318,TAMPINES
318,UBI AVE 1,12,GL,115,0,0,0,115,0,0,0,0,0,0,0,0,115,0,379.5,63,1.32845731032674,103.903274600324,400318,GEYLANG
318,WOODLANDS ST 31,12,WL,132,0,0,66,30,36,0,0,0,0,0,0,0,132,0,390.0,62,1.43185620344217,103.777063676323,730318,WOODLANDS
318A,ANCHORVALE LINK,15,SK,78,0,0,0,22,56,0,0,0,0,0,0,0,78,0,268.6,78,1.39372831595147,103.889723049359,541318,SENGKANG
318A,JURONG EAST AVE 1,15,JE,143,0,31,0,0,0,0,0,112,0,0,0,0,143,0,323.90000000000003,79,1.34764934375357,103.731123233879,601318,JURONG EAST
318A,YISHUN AVE 9,15,YS,98,0,0,0,28,70,0,0,0,0,0,0,0,98,0,337.4,92,1.43407449681869,103.843573649647,761318,YISHUN
318B,ANCHORVALE LINK,16,SK,106,0,0,0,24,82,0,0,0,0,0,0,0,106,0,366.2,78,1.39382852195671,103.888915861917,542318,SENGKANG
318B,YISHUN AVE 9,15,YS,98,0,0,0,28,70,0,0,0,0,0,0,0,98,0,337.4,92,1.43367833611169,103.843871260947,762318,YISHUN
318C,ANCHORVALE LINK,16,SK,82,0,0,0,28,54,0,0,0,0,0,0,0,82,0,281.4,79,1.39333357053438,103.889000192919,543318,SENGKANG
318C,YISHUN AVE 9,15,YS,112,0,0,0,56,56,0,0,0,0,0,0,0,112,0,380.79999999999995,92,1.43338279018701,103.843517908933,763318,YISHUN
318D,ANCHORVALE LINK,15,SK,78,0,0,0,28,50,0,0,0,0,0,0,0,78,0,267.4,79,1.39314049828612,103.889509691071,544318,SENGKANG
319,ANG MO KIO AVE 1,12,AMK,194,0,0,168,22,3,1,0,0,0,0,0,0,194,0,506.9,54,1.36511023350774,103.847379037914,560319,ANG MO KIO
319,BT BATOK ST 33,9,BB,116,0,0,0,76,40,0,0,0,0,0,0,0,116,0,390.79999999999995,63,1.36139508011177,103.746516655571,650319,BUKIT BATOK
319,CLEMENTI AVE 4,10,CL,142,0,0,140,0,2,0,0,0,0,0,0,0,142,0,357.0,56,1.31738023737382,103.764787022864,120319,CLEMENTI
319,HOUGANG AVE 5,11,HG,120,0,0,60,60,0,0,0,0,0,0,0,0,120,0,348.0,60,1.36572843966135,103.896620216828,530319,HOUGANG
319,JURONG EAST ST 31,13,JE,120,0,0,0,120,0,0,0,0,0,0,0,0,120,0,396.0,61,1.34798942321199,103.7304582035,600319,JURONG EAST
319,SEMBAWANG CL,15,SB,86,0,0,0,58,28,0,0,0,0,0,0,0,86,0,289.4,75,1.44625182986363,103.8192531663,750319,SEMBAWANG
319,SERANGOON AVE 2,11,SGN,70,0,0,0,0,0,70,0,0,0,0,0,0,70,0,266.0,63,1.35252439194918,103.868043877858,550319,SERANGOON
319,TAMPINES ST 33,10,TAP,81,0,0,0,63,18,0,0,0,0,0,0,0,81,0,270.9,72,1.35086520634088,103.956396069577,520319,TAMPINES
319,UBI AVE 1,12,GL,115,0,0,0,115,0,0,0,0,0,0,0,0,115,0,379.5,62,1.32827325782622,103.90359427022,400319,GEYLANG
319,WOODLANDS ST 31,12,WL,110,0,0,66,44,0,0,0,0,0,0,0,0,110,0,310.2,63,1.43150888069834,103.777400269235,730319,WOODLANDS
319A,ANCHORVALE DR,15,SK,110,0,0,0,40,70,0,0,0,0,0,0,0,110,0,377.0,79,1.39059690271608,103.890148270578,541319,SENGKANG
319B,ANCHORVALE DR,15,SK,139,0,0,0,58,81,0,0,0,0,0,0,0,139,0,474.9,78,1.39139722657163,103.890466407379,542319,SENGKANG
319C,ANCHORVALE DR,15,SK,112,0,0,0,28,84,0,0,0,0,0,0,0,112,0,386.4,78,1.39088901071724,103.89063413206,543319,SENGKANG
32,BALAM RD,10,GL,118,0,29,86,2,0,0,0,0,0,1,0,0,117,1,296.6,43,1.3293933046895,103.886977511986,370032,GEYLANG
32,BEDOK STH AVE 2,25,BD,96,0,0,0,0,96,0,0,0,0,0,0,0,96,0,336.0,55,1.32262578075749,103.937815786523,460032,BEDOK
32,CASSIA CRES,13,GL,132,0,0,54,77,1,0,0,0,0,0,0,0,132,0,392.6,58,1.30941607107151,103.883900101162,390032,GEYLANG
32,CHAI CHEE AVE,14,BD,257,0,0,254,0,3,0,0,0,0,0,0,0,257,0,645.5,51,1.32371728387748,103.92500108451,461032,BEDOK
32,EUNOS CRES,19,GL,159,0,6,36,69,0,0,0,48,0,0,0,0,159,0,438.3,83,1.32029253511763,103.901355995305,400032,GEYLANG
32,GHIM MOH LINK,38,QT,222,0,0,148,74,0,0,0,0,0,0,0,0,222,0,614.2,95,1.3100634072092,103.784498087029,271032,QUEENSTOWN
32,HOLLAND CL,10,QT,209,0,0,200,0,7,0,0,0,0,0,2,0,207,2,529.5,51,1.30618489254906,103.796881195019,270032,QUEENSTOWN
32,JLN BAHAGIA,10,KWN,119,0,0,117,1,0,0,0,0,0,0,1,0,118,1,298.3,41,1.32613207103741,103.858096717028,320032,KALLANG/WHAMPOA
32,JLN BT HO SWEE,10,BM,88,0,27,58,2,0,0,0,0,0,1,0,0,87,1,221.6,41,1.28742122514492,103.828415534676,160032,BUKIT MERAH
32,MARINE CRES,18,MP,194,0,0,184,0,10,0,0,0,0,0,0,0,194,0,495.0,52,1.303178277126,103.911806642809,440032,MARINE PARADE
32,MARSILING DR,14,WL,128,0,0,100,26,1,1,0,0,0,0,0,0,128,0,343.1,54,1.44337609848317,103.772918121132,730032,WOODLANDS
32,NEW MKT RD,9,CT,127,0,85,38,3,0,0,0,0,0,1,0,0,126,1,319.9,46,1.28485860802646,103.842578771054,050032,CENTRAL AREA
32,TANGLIN HALT RD,9,QT,105,0,27,74,3,0,0,0,0,0,0,1,0,104,1,264.9,40,1.29962052462035,103.799386404296,142032,QUEENSTOWN
32,TEBAN GDNS RD,12,JE,110,0,0,0,110,0,0,0,0,0,0,0,0,110,0,363.0,57,1.32184396296011,103.739872521955,600032,JURONG EAST
32,TELOK BLANGAH RISE,13,BM,138,0,0,132,0,6,0,0,0,0,0,0,0,138,0,351.0,53,1.27313105297407,103.821662863346,090032,BUKIT MERAH
320,ANG MO KIO AVE 1,12,AMK,131,0,0,108,22,1,0,0,0,0,0,0,0,131,0,346.1,54,1.36559244608528,103.848386744168,560320,ANG MO KIO
320,BT BATOK ST 33,4,BB,16,0,0,8,8,0,0,0,0,0,0,0,0,16,0,46.4,63,1.36120673062964,103.746929231219,650320,BUKIT BATOK
320,CLEMENTI AVE 4,10,CL,178,0,0,176,0,2,0,0,0,0,0,0,0,178,0,447.0,56,1.316901343761,103.765310715228,120320,CLEMENTI
320,HOUGANG AVE 5,11,HG,140,0,0,0,24,116,0,0,0,0,0,0,0,140,0,485.2,60,1.36626989576509,103.898029449551,530320,HOUGANG
320,JURONG EAST ST 31,13,JE,120,0,0,0,72,48,0,0,0,0,0,0,0,120,0,405.6,61,1.34875786021291,103.730708675043,600320,JURONG EAST
320,SEMBAWANG CL,15,SB,79,0,0,0,58,21,0,0,0,0,0,0,0,79,0,264.9,75,1.44643784156419,103.81885853477,750320,SEMBAWANG
320,TAMPINES ST 33,10,TAP,81,0,0,0,63,18,0,0,0,0,0,0,0,81,0,270.9,72,1.35070181299016,103.957051873318,520320,TAMPINES
320,UBI AVE 1,12,GL,115,0,0,0,115,0,0,0,0,0,0,0,0,115,0,379.5,62,1.32880527103033,103.904280456723,400320,GEYLANG
320,WOODLANDS ST 32,4,WL,32,0,0,0,0,0,32,0,0,0,0,0,0,32,0,121.6,63,1.43154436490385,103.778095217113,730320,WOODLANDS
320,YISHUN CTRL,12,YS,132,0,0,66,66,0,0,0,0,0,0,0,0,132,0,382.79999999999995,64,1.42944311134143,103.841407442602,760320,YISHUN
320A,ANCHORVALE DR,15,SK,88,0,0,0,88,0,0,0,0,0,0,0,0,88,0,290.4,79,1.39033370024041,103.891002827157,541320,SENGKANG
320B,ANCHORVALE DR,15,SK,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,78,1.39125129542693,103.890809117875,542320,SENGKANG
320C,ANCHORVALE DR,15,SK,84,0,0,0,0,0,84,0,0,0,0,0,0,84,0,319.2,78,1.39125401511209,103.891303333488,543320,SENGKANG
320D,ANCHORVALE DR,15,SK,86,0,0,0,28,58,0,0,0,0,0,0,0,86,0,295.4,78,1.3909522124166,103.891815990371,544320,SENGKANG
