blk_no,street,Postcode,n_supmkt_400,dist_supmkt,n_food_400,n_mrt_400m,dist_mrt,dist_cbd,n_presch_400,n_sch_2km,prank_2km,grnarea_400
875,YISHUN ST 81,760875,3,199.3736703227,58,0,468.3006462975184,12509.226403442057,9,13,43.0,0.01523367365009
875B,TAMPINES ST 86,522875,2,183.6944866798892,16,0,1287.8617361762133,8655.628014188998,4,9,10.0,1.404610366923716
876,TAMPINES ST 84,520876,2,242.0189639130962,20,0,1151.4683244840405,8825.513601191751,8,10,10.0,0.0
876,WOODLANDS AVE 9,730876,1,225.94465352963536,23,0,669.2259796306928,17195.000766790323,7,18,44.0,0.195312418124777
876,YISHUN ST 81,760876,2,152.7283437448777,45,0,407.05866089877253,12520.933619585365,9,12,43.0,0.587653899225085
876A,TAMPINES AVE 8,521876,2,168.8442475200038,16,0,1234.0596795911774,8676.916198312883,5,9,10.0,0.568631283432159
876C,TAMPINES AVE 8,523876,2,254.42628975536647,16,0,1259.8093040736446,8754.410243375021,6,9,10.0,0.040101028612997
877,TAMPINES ST 84,520877,2,279.61449684842376,32,0,1089.463988152208,8808.222964980929,8,10,10.0,6.0219582032e-05
877,WOODLANDS AVE 9,730877,1,276.31804763746453,23,0,717.2234722218399,17195.855664386196,8,18,44.0,0.001151158093819
877,YISHUN ST 81,760877,2,239.3693377954489,44,0,473.16941381678,12430.543311358639,9,11,43.0,0.776821482197086
878,TAMPINES AVE 8,520878,2,247.81519322725185,46,0,1078.967999274114,8773.236627223172,6,11,10.0,0.0
878,WOODLANDS AVE 9,730878,1,337.24478132907973,31,0,769.4203265743519,17196.090481957603,5,16,44.0,0.0
878,YISHUN ST 81,760878,2,238.6895177335983,44,0,490.1401976932498,12438.942868217408,9,11,43.0,0.548320464673012
878A,TAMPINES AVE 8,521878,1,54.199730966474256,26,0,1191.0947980649753,8582.897134938827,4,11,10.0,0.962776935564316
878B,TAMPINES AVE 8,522878,1,41.98685662518283,27,0,1189.9958372694737,8493.152908133092,5,13,10.0,1.707724473582276
879,TAMPINES AVE 8,520879,2,183.81795025544696,21,0,1124.4879212013097,8714.026839527683,6,9,10.0,0.0
879,WOODLANDS ST 82,730879,1,307.85821766567324,31,0,821.2005139244128,17132.831637513213,8,16,44.0,0.015047152791742
879,YISHUN ST 81,760879,2,214.11874732550683,45,0,477.13715189318344,12477.172030343036,9,13,43.0,0.241805595732101
879A,TAMPINES AVE 8,521879,1,74.59866229101334,26,0,1254.95015773766,8549.88773034376,4,9,10.0,2.2671609617762
879B,TAMPINES AVE 8,522879,1,71.86348001223392,26,0,1264.7130414692679,8503.79237827986,4,11,10.0,2.777645222357038
88,BEDOK NTH ST 4,460088,3,147.29399866113664,45,0,856.0899955519852,8460.485975479898,4,20,6.0,0.579293278774573
88,C'WEALTH CL,140088,1,340.31478130690624,38,1,287.6555930436167,5668.095490352907,4,6,20.0,1.391504562069567
88,DAWSON RD,142088,2,75.9518971218308,34,1,390.0308489800431,4218.843446074206,6,9,112.0,1.943931631049236
88,REDHILL CL,150088,2,119.62568317260212,83,0,456.6420619764586,2844.568365330383,5,12,15.0,0.0
88,TELOK BLANGAH HTS,100088,0,447.18950556537743,7,0,750.0737825068952,3702.0508609240196,2,6,15.0,13.30647452922266
880,TAMPINES AVE 8,520880,1,235.41859148054255,68,0,1005.9946560443692,8723.124826367888,7,13,10.0,0.0
880,WOODLANDS ST 82,730880,1,302.6744338297499,23,0,880.8929083994392,17071.51723396274,9,17,44.0,0.187984212196873
880,YISHUN ST 81,760880,2,281.68183378526226,44,0,540.2920625568172,12409.559949044367,8,11,43.0,0.469530394653519
880A,TAMPINES AVE 8,521880,2,304.71801928612155,73,0,1014.4690549549409,8814.964088017372,7,13,10.0,0.038036026575674
881,TAMPINES ST 84,520881,3,348.81729482548036,81,0,979.8436805090008,8904.707083124611,10,14,10.0,0.656194547528135
881,WOODLANDS ST 82,730881,1,248.7165504620352,23,0,814.8105746634499,17102.279203579586,8,18,44.0,0.360703633143698
882,TAMPINES ST 84,521882,3,351.30779657387984,97,0,909.8161965057513,8948.08725434333,9,16,10.0,0.980516545025096
882,WOODLANDS ST 82,730882,1,171.70463324921454,23,0,733.8787903371984,17125.75732277532,8,20,44.0,0.621641719853499
883,TAMPINES ST 84,520883,2,364.52606243273846,80,0,930.3694391297322,8888.676683315982,9,16,10.0,0.592632075891788
884,TAMPINES ST 83,520884,3,337.31122969455475,91,0,913.8575742689786,8855.574803260713,10,15,10.0,0.308995648602175
885,TAMPINES ST 83,520885,3,287.0286859735338,95,0,869.6943338164002,8836.356905745874,9,16,10.0,0.073801193095598
886,TAMPINES ST 83,520886,3,300.60368407808596,91,0,937.053697241216,8756.757344969057,8,14,10.0,0.0
886A,TAMPINES ST 83,521886,3,330.4900353689228,74,0,983.7614656817177,8830.842312917588,10,14,10.0,0.129737016833134
886A,WOODLANDS DR 50,731886,1,99.97690005210136,26,0,753.2852730327008,16356.321700975575,10,18,44.0,3.326630809583456
886B,WOODLANDS DR 50,732886,1,137.54441653993229,29,0,729.5312174884887,16375.466437726067,10,19,44.0,3.562436384229292
886C,WOODLANDS DR 50,733886,1,114.07748959047967,25,0,718.0085805522725,16329.805149524993,10,19,44.0,4.101264233669052
886D,WOODLANDS DR 50,734886,1,70.50013196548554,26,0,767.1530108089447,16319.040205563342,10,18,44.0,4.046116963902139
887,TAMPINES ST 81,520887,3,295.33456522609197,92,0,910.4375357571193,8704.310019842294,7,14,10.0,0.0
887A,TAMPINES ST 81,521887,3,265.56567100627365,92,0,928.3146260441093,8645.37745851305,8,15,10.0,0.0
887A,WOODLANDS DR 50,731887,1,144.32020003328415,25,0,674.7143889025724,16278.257044958407,10,21,44.0,4.052127096961204
887B,WOODLANDS DR 50,732887,1,95.7584104315719,26,0,725.2847022988008,16258.262701925967,11,20,44.0,4.016158051953157
887C,WOODLANDS DR 50,733887,1,69.74204710180248,26,0,759.2056821525528,16236.722663290675,9,19,44.0,3.996349890583261
888,TAMPINES ST 81,520888,1,191.7923519782719,68,0,1015.0590771437533,8656.97400553758,6,12,10.0,0.0
888A,TAMPINES ST 81,521888,2,192.64697374425387,83,0,1001.3615184950822,8617.212010579933,8,13,10.0,0.0
889,TAMPINES ST 81,520889,2,239.72585104961206,84,0,955.0022694498392,8592.282794925059,8,14,10.0,0.0
889A,TAMPINES ST 81,521889,3,299.4147530668101,129,0,893.2259581877203,8592.367462909435,8,14,10.0,0.0
889A,WOODLANDS DR 50,731889,1,202.08189824798455,29,0,622.0220330679684,16341.775701844459,11,21,44.0,4.137874028362491
889B,WOODLANDS DR 50,732889,1,250.78035638089875,29,0,584.9347431301887,16385.814326446438,10,21,44.0,4.206942833190954
889C,WOODLANDS DR 50,733889,1,304.7350022298078,38,0,534.3792714060487,16409.170201762507,8,22,44.0,4.492028206489039
889D,WOODLANDS DR 50,734889,1,341.03259976667283,38,0,498.99732889850446,16421.447028416358,8,22,44.0,4.593641684753077
89,BEDOK NTH ST 4,460089,3,71.32016641879669,45,0,778.8037220951668,8361.612101372688,4,21,6.0,0.673549118691125
89,C'WEALTH DR,140089,1,396.65659350306254,25,1,344.17440209786287,5680.148787444847,3,8,14.0,1.362041921225529
89,DAWSON RD,142089,2,226.06358304579388,31,0,659.9659281103272,3947.7555450397163,4,9,112.0,1.914874347990123
89,TANGLIN HALT RD,141089,1,136.41154412054507,31,1,153.17657998697155,5513.237371884145,6,7,20.0,0.01757555169803
890A,TAMPINES AVE 1,521890,2,222.5243080854963,114,0,524.7686040463518,8651.42707888405,4,20,10.0,0.0
890A,WOODLANDS DR 50,731890,1,228.18822011447173,29,0,637.0654785673624,16418.997753216245,9,21,44.0,4.031823704488267
890B,TAMPINES AVE 1,522890,2,212.78702731034468,114,0,580.1356085368704,8619.112030001734,5,19,10.0,0.0
890B,WOODLANDS DR 50,732890,1,308.0346452984233,38,0,557.4312650314123,16449.968135926665,11,22,44.0,4.556363142431547
890C,TAMPINES AVE 1,523890,2,159.2093766380782,114,0,556.2921872956784,8677.277688340479,5,19,10.0,0.0
891,TAMPINES AVE 8,520891,2,298.26484627396275,117,0,911.6515921512648,8554.183161863159,7,14,10.0,0.0
891A,TAMPINES AVE 8,521891,2,333.7547395099279,102,0,903.4377645263912,8507.107280888216,8,15,10.0,0.0
891A,WOODLANDS DR 50,730891,0,441.59949494889713,14,0,405.4580493981131,16460.440956786988,7,23,44.0,4.311288830416123
891B,WOODLANDS DR 50,731891,0,512.9490959520579,15,1,354.8076742046144,16507.387977983497,6,23,44.0,3.643494725372914
892,TAMPINES AVE 8,520892,1,249.24301951423212,43,0,1093.6086670337008,8371.160131666025,5,14,10.0,1.740329128166349
892A,TAMPINES AVE 8,521892,1,277.434339667391,64,0,1037.3880504486622,8396.481343273144,5,14,10.0,1.563823203686949
892A,WOODLANDS DR 50,730892,0,464.2945039204777,23,1,283.46462351775034,16457.93337553973,5,23,44.0,3.185894088763832
892B,WOODLANDS DR 50,731892,0,438.8310229741542,27,2,256.78353389442293,16516.85595679023,4,23,44.0,2.374379504067653
893,TAMPINES AVE 8,520893,1,323.4250481641198,91,0,970.0127103514835,8425.081192245045,5,14,10.0,1.421665194029167
893A,TAMPINES AVE 8,521893,2,365.4920188391792,101,0,913.9211764951216,8451.115320795716,7,15,10.0,1.1758108096756
893A,WOODLANDS DR 50,730893,0,485.35864652457406,22,1,310.57396550341633,16397.304395464664,6,23,44.0,3.017509604264721
893B,WOODLANDS DR 50,731893,0,408.55164772905346,34,2,229.65089828114185,16434.381171788722,4,23,44.0,2.234660836702992
893C,WOODLANDS DR 50,732893,0,448.78513473230686,18,1,282.7949248735552,16352.255777029322,5,23,44.0,2.431903733798189
893D,WOODLANDS DR 50,733893,1,394.90914279966967,25,2,226.15328553176758,16377.061884187546,5,23,44.0,1.837337149455972
894,TAMPINES ST 81,520894,2,232.76498164689846,104,0,801.2711246665901,8587.792920168187,6,16,10.0,0.0
894A,TAMPINES ST 81,521894,2,246.12652459101423,99,0,776.2800068760203,8550.260271273095,6,15,10.0,0.0
894A,WOODLANDS DR 50,730894,0,429.5195392948203,17,1,271.1176665719387,16326.186374009061,4,23,44.0,2.343761947156357
894B,WOODLANDS DR 50,731894,1,360.2014021762101,29,2,199.37518800446077,16357.361123831233,7,23,44.0,1.421448488913094
894C,WOODLANDS DR 50,732894,0,417.03198529404676,24,1,270.68648441977587,16291.067976754408,4,23,44.0,2.316390191764909
894D,WOODLANDS DR 50,733894,1,321.979374884681,149,2,176.55202222062516,16333.358656012731,6,23,44.0,0.940069283695128
895,TAMPINES ST 81,520895,1,288.683157429509,89,0,801.6231343286682,8506.151886278161,6,16,10.0,0.577024277505453
895A,TAMPINES ST 81,521895,2,208.46085203568813,107,0,707.0840252206355,8579.116280771255,5,17,10.0,0.0
895A,WOODLANDS DR 50,730895,0,437.73682693888713,17,1,395.8527949886308,16278.493735064876,6,22,44.0,3.631853899435533
895B,WOODLANDS DR 50,731895,0,441.6193819520858,17,0,417.01802348307194,16227.153869866244,5,22,44.0,3.828982937256625
895C,WOODLANDS DR 50,732895,1,350.55335188156147,42,0,521.9147755984862,16185.085122028331,7,21,44.0,3.729591647770755
896,TAMPINES ST 81,520896,2,179.79019144556912,106,0,733.8043732433147,8617.461496829716,5,16,10.0,0.0
896A,TAMPINES ST 81,521896,2,163.56719485354645,106,0,738.676374747894,8644.509022575945,6,16,10.0,0.0
896A,WOODLANDS DR 50,730896,1,259.2754343938668,25,0,573.8157927054756,16243.232145868293,9,21,44.0,4.01336103171178
896B,WOODLANDS DR 50,731896,1,294.10851001209375,38,0,524.6811878451174,16312.604242229112,8,21,44.0,4.187290845369759
896C,WOODLANDS DR 50,732896,1,218.3396772237423,25,0,606.735598664005,16260.357044963223,10,21,44.0,4.014119982185059
897,TAMPINES ST 81,520897,2,120.65122105938418,126,0,500.5546236462976,8777.754376906752,4,19,10.0,0.0
897A,TAMPINES ST 81,521897,2,186.65606812757767,131,0,424.77428160697514,8821.732858066007,5,21,10.0,0.0
897A,WOODLANDS DR 50,730897,1,174.8225061159661,25,0,673.9348768203374,16204.16754747174,8,21,44.0,3.808659566633026
897B,WOODLANDS DR 50,731897,1,209.1026448170279,25,0,675.1151831139405,16158.475743904151,8,20,44.0,3.624914364926242
897C,WOODLANDS DR 50,732897,1,229.33727133029913,25,0,691.1288441523184,16121.291608198988,8,20,44.0,3.507451346887187
898,TAMPINES ST 81,520898,2,180.71340955779593,131,0,453.60700555270023,8767.129965762348,5,22,10.0,0.0
898A,TAMPINES ST 81,521898,2,233.5785627427247,131,0,420.2061389726957,8751.012662795676,5,22,10.0,0.0
898A,WOODLANDS DR 50,730898,1,246.88183314517536,25,0,754.3290059219036,16058.975529706271,8,20,44.0,3.227128067250712
898B,WOODLANDS DR 50,731898,1,266.9406221977254,26,0,816.3951943932677,16011.389163671125,8,19,44.0,3.001173051230626
899,TAMPINES ST 81,520899,2,291.79448280225307,105,1,350.34128565937135,8787.033712816963,5,23,10.0,0.006474306132762
899A,TAMPINES ST 81,521899,2,288.4575672163524,119,1,391.81750548847515,8733.126166754833,5,22,10.0,0.0
899A,WOODLANDS DR 50,730899,1,191.78008800202764,26,0,818.165695717972,16077.298345406938,8,19,44.0,3.531080028314914
899B,WOODLANDS DR 50,731899,1,157.9862053230782,26,0,804.8543271041483,16108.858323725271,8,19,44.0,3.690938614043919
899C,WOODLANDS DR 50,732899,1,109.75146303108849,26,0,777.2692369808881,16153.555555412635,9,18,44.0,3.863272366857385
9,BEDOK STH AVE 2,460009,2,374.07093564454493,18,0,774.5934470121497,7862.712925391848,6,17,6.0,2.071160644970296
9,BOON KENG RD,330009,0,449.97762198371385,65,2,327.8527895712917,1403.8681018865593,6,10,38.0,0.488484617952716
9,CANTONMENT CL,80009,0,435.2530141814114,97,0,495.06284772798233,272.20091410534326,6,6,15.0,0.256746505560531
9,EUNOS CRES,400009,1,86.73174909946164,37,1,229.5248593313384,4265.43344491553,4,10,45.0,0.227316390568841
9,GLOUCESTER RD,210009,1,277.4406413716538,73,1,347.0724244541079,1236.7327224564187,3,11,11.0,0.168339606014512
9,HAIG RD,430009,5,178.17409654927425,87,0,526.1514112996994,3244.405724011256,6,14,35.0,0.306275141571961
9,HOLLAND AVE,272009,4,277.1904633975792,88,0,437.8410977370533,6272.204484819534,6,8,13.0,3.442946381578645
9,JLN RUMAH TINGGI,150009,3,261.23015085694925,89,0,716.4443800484942,4030.7378029355305,4,10,112.0,2.859419492259297
9,JLN KUKOH,160009,1,309.87846666246924,76,0,626.684809059453,958.8755676790302,3,8,30.0,3.180836878277769
9,JLN BATU,431009,0,586.8488247812704,10,1,375.89228825054386,1546.6440541466493,1,9,35.0,1.237790107628112
9,JOO SENG RD,360009,3,93.78445193564349,55,0,877.7458232067822,3588.415563130833,3,16,42.0,1.00173976659459
9,LOR 7 TOA PAYOH,310009,1,307.2221437184384,58,0,1270.2893510390795,3778.7801941307885,4,24,12.0,0.723219852498945
9,MARSILING DR,730009,0,934.9918020504319,41,0,1005.797844760117,17562.67297087751,2,11,84.0,0.0
9,PINE CL,390009,1,316.1602098018535,42,1,361.37858804925156,1633.667732987208,14,10,35.0,0.0
9,SELEGIE RD,180009,0,573.6428708623378,237,2,197.07594181231116,376.5049936074601,2,7,17.0,1.332330751756931
9,TOH YI DR,590009,1,288.64574163635,30,0,408.5691969470163,9776.911000160577,4,4,3.0,0.575599034135261
9A,BOON TIONG RD,162009,4,196.04312940120445,140,1,195.4779612447048,1845.2416940122914,5,13,15.0,0.142918300283327
9B,BOON TIONG RD,163009,3,225.15134823794395,142,1,223.21443693276734,1816.971476065161,5,13,15.0,0.0
90,BEDOK NTH ST 4,460090,2,267.6699550784147,44,0,855.1902571333266,8557.469441103245,2,21,6.0,0.742765996759077
90,C'WEALTH DR,140090,0,417.00377604068126,26,1,363.4722339569406,5648.412046164404,2,8,14.0,1.391504562069567
90,DAWSON RD,142090,2,270.2029395719832,30,0,703.6872459569586,3904.4355348523577,4,10,112.0,1.913715878072452
90,TANGLIN HALT RD,141090,1,198.8905971350992,25,1,225.22209737107997,5476.9396800447885,7,7,20.0,0.0
90A,TELOK BLANGAH ST 31,101090,0,497.1398228887006,10,0,755.1568059301466,3834.6923120137085,2,7,15.0,11.348433347419288
90B,TELOK BLANGAH ST 31,102090,0,486.275937847003,11,0,703.8328944298422,3849.4932956571147,2,6,15.0,9.258395863195409
902,JURONG WEST ST 91,640902,0,630.0479954328908,5,0,1203.8739004897764,18658.3487050768,2,10,26.0,0.0
902,TAMPINES AVE 4,520902,1,250.91078502849535,83,0,600.9651873000919,9423.071283388133,6,20,10.0,2.326119853172812
903,JURONG WEST ST 91,640903,0,654.7462544404626,5,0,1274.9436641220527,18740.315083235568,2,10,26.0,0.0
903,TAMPINES AVE 4,520903,1,278.6961277279411,88,0,583.3637146775443,9456.817051659847,8,21,10.0,2.5300656560827
904,JURONG WEST ST 91,640904,0,648.1208364120889,5,0,1300.0418567310703,18774.953420540383,3,10,26.0,0.0
905,JURONG WEST ST 91,640905,0,716.0716772675149,6,0,1382.2641514332074,18857.400175573013,1,10,26.0,0.0
906,JURONG WEST ST 91,640906,0,701.5462223925974,8,0,1404.3339273661634,18890.390009239152,1,10,26.0,0.0
906,TAMPINES AVE 4,520906,1,355.8614356354425,74,0,556.2934513120754,9438.120184799707,6,21,10.0,2.227709545556967
907,JURONG WEST ST 91,640907,0,625.401183523234,6,0,1326.9734909120857,18815.03044560777,2,10,26.0,0.0
907,TAMPINES AVE 4,520907,1,320.398097948087,83,0,573.5131051318236,9400.870691994636,4,21,10.0,2.083506034034872
908,JURONG WEST ST 91,640908,0,592.0385077036162,5,0,1260.5898972880532,18742.77874612754,3,10,26.0,0.0
908,TAMPINES AVE 4,520908,1,344.06408404307217,88,0,556.3567209632146,9333.279318389543,3,21,10.0,1.584513800006131
909,HOUGANG ST 91,530909,0,475.75277606316865,28,0,1242.6443749357427,8348.553128592945,6,25,1.0,0.02606955345318
909,JURONG WEST ST 91,640909,0,567.5162000080775,6,0,1272.880336320339,18763.24338666884,3,10,26.0,0.0
909,TAMPINES AVE 4,520909,1,365.9722243147053,90,0,528.739326624455,9376.583148816351,4,22,10.0,1.899837148935519
91,BEDOK NTH ST 4,460091,2,259.03430886595794,44,0,890.821157980852,8565.552932177174,2,20,6.0,0.730626625916535
91,C'WEALTH DR,140091,0,465.90970458262694,25,0,412.6614597897962,5658.837651910551,2,8,14.0,1.373764599323932
91,DAWSON RD,144091,2,314.5261569122525,30,0,747.4924227723867,3861.2400623400254,3,10,112.0,1.920026987903
91,LOR 3 TOA PAYOH,310091,1,85.70425276209887,62,1,318.91422747056356,3937.6432392188776,5,18,8.0,0.61248307324468
91,PAYA LEBAR WAY,370091,2,101.38261782974146,66,0,474.799925928351,2869.378372470988,6,14,35.0,0.369718148919207
91,TANGLIN HALT RD,142091,1,212.34658825283591,25,1,226.06348257009913,5441.5247936238875,6,7,20.0,0.033665237277075
91A,TELOK BLANGAH ST 31,101091,0,414.56721411395637,14,0,668.0327256210593,3820.4226452990665,4,6,15.0,7.382856342256942
910,HOUGANG ST 91,530910,0,447.521233138455,26,0,1227.3588127529906,8395.694435619203,6,25,1.0,0.02606955345318
910,JURONG WEST ST 91,640910,0,578.0320393978535,6,0,1323.3458580792194,18818.56168282121,2,10,26.0,0.009395263308712
910,TAMPINES ST 91,520910,0,420.0413529416198,107,0,476.7211163387232,9291.628346836946,3,22,10.0,0.745597401690703
911,HOUGANG ST 91,530911,0,443.72532489816444,14,0,1119.20883474432,8423.46419120734,4,25,1.0,0.039870912347316
911,JURONG WEST ST 91,640911,0,517.4690831461427,6,0,1256.9651068358512,18752.163611999873,2,10,26.0,0.26338054611889
911,TAMPINES ST 91,520911,0,405.2858562175025,92,0,493.52895652296553,9369.603637061477,4,23,10.0,2.208906908079924
912,HOUGANG ST 91,530912,0,432.6176886010354,26,0,1123.0911870675693,8379.001381726515,2,25,1.0,0.370343378561301
912,JURONG WEST ST 91,640912,0,474.4911864536524,17,0,1193.691636643893,18687.728625797467,3,10,26.0,0.388462300810239
912,TAMPINES ST 91,520912,0,451.44968160428823,103,0,442.78222035844686,9316.270581532517,3,22,10.0,1.637407086596187
913,HOUGANG ST 91,530913,0,441.53825587577586,17,0,1141.8724157334914,8333.36619156619,2,25,1.0,0.773277271734609
913,JURONG WEST ST 91,640913,0,434.8896299537018,17,0,1184.1713306138845,18679.932844751766,3,10,26.0,0.459475583661124
913,TAMPINES ST 91,520913,0,454.83860012971223,49,1,375.7654690334872,9257.435917596482,3,22,10.0,0.893993793646168
914,HOUGANG ST 91,530914,0,464.6707220910241,17,0,1158.1823160633123,8275.097268482652,4,24,1.0,1.195417519720811
914,JURONG WEST ST 91,640914,1,395.80646581116287,22,0,1125.0215384232688,18620.51867508948,3,10,26.0,0.459475583661124
914,TAMPINES ST 91,520914,0,494.14543678462405,39,0,408.19830727544957,9321.564317724176,3,22,10.0,2.166312591335291
915,HOUGANG ST 91,530915,0,494.8060934005795,17,0,1198.02557527048,8263.413561115367,5,24,1.0,0.850888071855923
915,JURONG WEST ST 91,640915,0,414.9128819269458,16,0,1120.6890763064537,18614.5816759366,3,10,26.0,0.459475583661124
915,TAMPINES ST 91,520915,0,522.0473450598437,46,1,363.9237026179321,9296.190562418327,3,22,10.0,2.116425904212389
916,HOUGANG AVE 9,530916,2,219.8720947983252,79,0,989.390560501327,7997.6737707280745,6,22,1.0,1.83536666344011
916,JURONG WEST ST 91,640916,0,433.58595994392783,16,0,1112.1226131921887,18602.8222681839,3,10,26.0,0.394176967897264
916,TAMPINES ST 91,520916,0,542.0550585020775,43,0,401.46073145644044,9366.144686584803,2,24,10.0,2.367843087222464
917,HOUGANG AVE 9,530917,2,294.0656411343115,79,0,1070.8335019634542,7988.369704404443,5,21,1.0,1.964892362600916
917,JURONG WEST ST 91,640917,0,446.5674295064043,16,0,1096.5632972542166,18583.05148241373,4,10,26.0,0.150065594193833
918,HOUGANG AVE 9,530918,1,330.0820311896745,64,0,1094.483016460429,8052.926112740052,5,21,1.0,1.882516589722399
918,JURONG WEST ST 91,640918,0,505.53147829009885,5,0,1176.9824801106963,18663.799510832752,3,10,26.0,0.012133269077356
919,HOUGANG AVE 4,530919,2,322.2762632592442,79,0,1060.397043603516,8110.712085794476,6,23,1.0,1.6783485540966
919,JURONG WEST ST 91,640919,0,514.3321215053691,5,0,1138.8594223735076,18616.710816429993,3,10,26.0,0.0
92,BEDOK NTH AVE 4,460092,2,361.442748537939,44,0,808.2522960883344,8657.199460493634,2,21,6.0,0.710660393592225
92,C'WEALTH DR,140092,0,477.94966647894125,25,0,423.7681396636205,5602.251332859539,2,9,14.0,1.391504562069567
92,DAWSON RD,141092,2,156.3769980470311,32,0,586.6216722644716,3996.809111862309,4,9,112.0,1.976616239717699
92,LOR 4 TOA PAYOH,310092,1,104.30713137902777,50,1,397.4980629209243,3906.457866686339,6,18,8.0,0.706804104822719
92,PIPIT RD,370092,2,174.9879657239996,72,1,388.64038927619555,2957.7415889302465,5,14,35.0,0.369718148919207
92A,PIPIT RD,371092,2,173.8448186109502,72,1,389.5524493537103,2965.655850347803,5,14,35.0,0.369718148919207
92A,TELOK BLANGAH ST 31,101092,1,382.36192157535754,18,0,685.5165938856292,3776.53430880914,6,6,15.0,7.599419948760496
92B,TELOK BLANGAH ST 31,102092,1,328.7547838223881,25,0,626.3865399386841,3792.6893861196872,6,5,15.0,4.992186018923863
920,HOUGANG ST 91,530920,1,399.8102944094095,41,0,1107.327241684777,8199.951514505561,6,23,1.0,1.436571435116149
920,JURONG WEST ST 92,640920,0,428.43552016773555,22,0,1031.5011832700318,18512.926303062446,5,10,26.0,0.026589420865664
921,HOUGANG ST 91,530921,1,357.9402080522145,41,0,1080.4615273827776,8154.609195606658,6,23,1.0,1.552148787974303
921,JURONG WEST ST 92,640921,1,396.13170288747864,22,0,961.2726404741213,18441.481271770077,6,10,26.0,0.007676093267148
921,TAMPINES ST 91,520921,0,562.8514158437155,43,0,400.168770339808,9389.338596059444,4,24,10.0,2.431725874306522
922,HOUGANG ST 91,530922,1,392.6148364125578,40,0,1134.5798395437023,8138.103927933166,5,22,1.0,1.761456208256176
922,JURONG WEST ST 92,640922,1,390.6455118044583,19,0,902.8266247182146,18379.038592659483,7,10,26.0,0.000240063529763
922,TAMPINES ST 91,520922,0,565.4548691713212,50,1,338.9217128221252,9345.190559815157,5,24,10.0,2.420923074754678
923,HOUGANG AVE 9,530923,1,386.644030680883,45,0,1183.1304892590736,8097.85501040758,5,21,1.0,1.105144903244703
923,JURONG WEST ST 92,640923,1,332.1777176136055,25,0,864.2735270452011,18349.471256005814,7,10,26.0,0.295919781558521
924,HOUGANG AVE 9,530924,1,307.8662061396983,42,0,1265.9343276199518,8099.835503012395,9,22,1.0,0.760963415949504
924,JURONG WEST ST 92,640924,1,267.46428116181727,46,0,884.7342378680652,18378.35252579104,7,11,26.0,0.459475583661124
924,TAMPINES ST 91,520924,0,534.8770007608052,50,1,296.0985921934554,9306.520334501023,7,24,10.0,1.876180705844883
925,HOUGANG ST 91,530925,1,362.7717578119767,42,0,1247.5444215668065,8152.870913706482,7,23,1.0,0.638479110738533
925,JURONG WEST ST 92,640925,1,332.0468486015224,28,0,952.793677862501,18443.05465437462,6,10,26.0,0.459475583661124
925,TAMPINES ST 91,520925,0,502.81374566727624,61,1,299.1550824282028,9304.295796499535,7,24,10.0,1.647564331186826
926,HOUGANG ST 91,530926,1,169.99746663731938,42,0,1379.8172096422584,8051.121385560928,10,21,1.0,1.402880071485444
926,JURONG WEST ST 92,640926,1,303.98871363474524,28,0,961.280386434692,18454.942696106496,6,10,26.0,0.459475583661124
926,TAMPINES ST 91,520926,0,491.722393808222,58,1,288.8458403597834,9282.946712315037,6,24,10.0,1.322601136682456
926,YISHUN CTRL 1,760926,5,97.4187286766696,206,1,365.3611767341943,13919.984351861569,7,19,29.0,4.714595947032869
927,HOUGANG ST 91,530927,1,183.28609618070183,42,0,1417.2858294793193,8108.817039753679,10,21,1.0,0.733694802709281
927,TAMPINES ST 91,520927,0,547.790091170601,45,1,239.87330727807296,9243.868170110314,4,23,10.0,1.167183339822302
927,YISHUN CTRL 1,760927,5,69.98962093814885,206,1,360.8939593662337,13897.950392187162,7,19,29.0,4.848905389010486
928,HOUGANG ST 91,530928,1,254.6902508266754,42,0,1346.5517572319297,8126.602063968366,10,21,1.0,0.707716338612421
928,JURONG WEST ST 92,640928,1,277.09864263911345,49,0,971.2912366592939,18466.802814437568,7,11,26.0,0.459475583661124
928,TAMPINES ST 91,520928,0,576.2907227495755,46,1,203.73505492007538,9206.272311366634,4,23,10.0,0.928369555711425
928,YISHUN CTRL 1,760928,5,43.197983613685714,234,1,361.53638272408546,13852.118534515777,6,19,29.0,4.649960022518997
929,HOUGANG ST 91,530929,1,231.36951053149673,42,0,1319.3623089848,8058.031690137406,10,21,1.0,1.199933120463493
929,JURONG WEST ST 92,640929,1,258.84159148409566,49,0,985.1602525692108,18480.791795187542,6,11,26.0,0.459475583661124
929,TAMPINES ST 91,520929,0,609.6595841421049,46,1,162.90328410983665,9172.783420999975,5,23,10.0,0.895111120920307
93,BEDOK NTH AVE 4,460093,2,367.69055991810677,44,0,843.4352757815433,8676.62944273599,2,20,6.0,0.635583533407478
93,C'WEALTH DR,140093,0,422.3092388109781,26,1,368.04015316258676,5600.464013277711,2,9,14.0,1.391504562069567
93,DAWSON RD,142093,2,229.63489621212963,31,0,658.0173030079025,3925.2424358115622,3,10,112.0,1.991640738068811
93,GEYLANG BAHRU,330093,1,189.6607983832083,44,1,82.06784000056419,2004.8611690715682,3,13,60.0,0.585771816874802
