blk_no,street,Postcode,p_sup400,p_supDist,p_fd400,p_mrt400,p_mrtDist,p_cbdDist,p_psc400,p_sch2km,p_pri2km,p_grn400
210B,COMPASSVALE LANE,542210,89,32,78,100,59,41,64,17,52,86
210B,PUNGGOL PL,822210,89,48,96,100,35,52,76,23,52,47
210C,COMPASSVALE LANE,543210,78,40,74,100,57,40,60,13,34,86
210C,PUNGGOL PL,823210,89,63,97,100,42,52,80,20,52,47
211,ANG MO KIO AVE 3,560211,78,37,83,100,70,27,84,42,4,51
211,BISHAN ST 23,570211,89,37,100,100,36,20,76,39,7,12
211,BOON LAY PL,640211,89,51,85,100,70,89,64,49,12,94
211,BT BATOK ST 21,650211,89,61,86,75,15,63,72,62,57,37
211,CHOA CHU KANG CTRL,680211,100,87,99,100,37,79,80,46,39,17
211,HOUGANG ST 21,530211,89,54,63,75,12,22,80,59,34,73
211,JURONG EAST ST 21,600211,89,73,90,100,48,69,72,65,57,37
211,NEW UPP CHANGI RD,460211,67,3,32,75,9,27,68,49,10,45
211,PASIR RIS ST 21,510211,67,66,81,100,93,63,68,55,26,33
211,PETIR RD,670211,89,52,100,100,93,58,92,68,55,1
211,SERANGOON AVE 4,550211,78,75,85,100,47,19,80,49,2,37
211,TAMPINES ST 23,520211,78,34,73,75,7,51,84,42,26,78
211,YISHUN ST 21,760211,56,45,28,100,26,77,76,42,41,73
211A,COMPASSVALE LANE,541211,78,46,74,100,54,41,64,17,52,86
211A,PUNGGOL WALK,821211,89,20,94,75,19,54,76,23,52,31
211B,COMPASSVALE LANE,542211,78,59,78,100,50,41,60,13,52,86
211B,PUNGGOL WALK,822211,89,29,95,100,25,53,76,23,52,33
211C,COMPASSVALE LANE,543211,89,45,78,100,57,41,68,17,52,86
211C,PUNGGOL WALK,823211,89,44,96,100,32,53,76,26,52,41
211D,COMPASSVALE LANE,544211,89,30,78,100,63,41,60,17,52,95
211D,PUNGGOL WALK,824211,89,50,96,100,33,53,80,26,52,37
212,ANG MO KIO AVE 3,560212,78,43,83,100,71,27,88,42,4,88
212,BISHAN ST 23,570212,89,29,100,100,38,20,72,33,7,12
212,BOON LAY PL,640212,89,59,86,100,79,90,72,49,12,98
212,BT BATOK ST 21,650212,89,70,80,75,16,62,68,55,57,37
212,CHOA CHU KANG CTRL,680212,89,76,71,100,28,80,80,49,39,13
212,JURONG EAST ST 21,600212,100,79,90,100,52,69,68,65,57,34
212,MARSILING CRES,730212,100,100,95,100,94,100,96,81,88,81
212,PASIR RIS ST 21,510212,89,48,92,100,93,63,76,55,26,17
212,PETIR RD,670212,89,40,94,100,92,58,88,68,55,2
212,SERANGOON AVE 4,550212,100,82,90,100,52,20,80,49,2,37
212,TAMPINES ST 23,520212,78,28,73,75,4,51,72,42,26,66
212,YISHUN ST 21,760212,56,55,23,75,18,77,76,42,41,79
212A,COMPASSVALE DR,541212,89,41,81,100,60,42,57,17,52,100
212A,PUNGGOL WALK,821212,89,70,94,100,44,52,84,20,52,47
212A,PASIR RIS ST 21,511212,89,30,80,100,91,63,72,55,26,17
212B,COMPASSVALE DR,542212,89,25,81,100,66,42,57,17,52,100
212B,PUNGGOL WALK,822212,89,53,96,100,36,52,80,23,52,47
212C,COMPASSVALE DR,543212,89,14,81,100,70,42,60,13,52,81
213,ANG MO KIO AVE 3,560213,78,16,85,100,75,26,84,42,4,35
213,BEDOK NTH ST 1,460213,78,12,48,75,20,28,68,52,10,54
213,BISHAN ST 23,570213,89,7,95,100,49,20,72,36,7,6
213,BOON LAY PL,640213,89,67,86,100,81,90,72,49,12,100
213,BT BATOK ST 21,650213,100,79,79,100,21,62,68,59,57,37
213,CHOA CHU KANG CTRL,680213,100,78,71,100,29,80,80,49,39,15
213,JURONG EAST ST 21,600213,78,70,90,100,54,70,72,65,57,31
213,LOR 8 TOA PAYOH,310213,78,2,93,100,67,13,88,33,13,46
213,MARSILING CRES,730213,100,100,95,100,95,100,96,81,88,81
213,PASIR RIS ST 21,510213,89,39,80,100,92,63,76,59,26,17
213,PETIR RD,670213,89,31,94,100,91,58,88,68,55,3
213,SERANGOON AVE 4,550213,100,87,92,100,57,20,80,49,2,37
213,TAMPINES ST 23,520213,78,25,71,75,3,51,80,36,17,66
213,YISHUN ST 21,760213,67,43,24,75,12,77,80,42,41,66
213A,COMPASSVALE LANE,541213,89,25,81,100,66,42,48,17,52,100
213A,PUNGGOL WALK,821213,100,80,97,100,48,52,84,20,52,51
213B,COMPASSVALE LANE,542213,89,10,81,100,71,42,64,17,52,86
213B,PUNGGOL WALK,822213,89,69,94,100,41,52,80,23,52,51
213C,PUNGGOL WALK,823213,89,61,96,100,39,52,80,23,52,49
214,ANG MO KIO AVE 3,560214,89,10,90,100,76,26,88,42,4,14
214,BEDOK NTH ST 1,460214,67,7,31,75,15,27,68,49,10,54
214,BISHAN ST 23,570214,89,3,100,100,53,20,72,36,7,4
214,BOON LAY PL,640214,89,55,84,100,83,91,72,46,12,94
214,BT BATOK ST 21,650214,100,81,86,100,22,62,76,59,57,37
214,CHOA CHU KANG CTRL,680214,89,64,61,75,20,80,76,52,39,16
214,JURONG EAST ST 21,600214,78,64,89,100,60,71,80,65,57,28
214,LOR 8 TOA PAYOH,310214,78,14,78,100,68,13,80,33,13,38
214,MARSILING LANE,730214,100,100,95,100,96,100,100,81,88,81
214,PASIR RIS ST 21,510214,67,63,77,100,94,63,68,59,26,23
214,PETIR RD,670214,89,30,91,100,90,59,88,65,55,5
214,SERANGOON AVE 4,550214,100,92,92,100,59,20,84,46,2,37
214,TAMPINES ST 23,520214,78,17,71,75,5,51,76,39,17,66
214,YISHUN ST 21,760214,56,31,24,75,9,77,72,42,41,63
215,ANG MO KIO AVE 1,560215,89,1,90,100,74,25,88,42,4,7
215,BISHAN ST 23,570215,89,12,100,100,47,20,72,36,7,6
215,BOON LAY PL,640215,89,46,84,100,81,91,72,46,12,88
215,BT BATOK ST 21,650215,100,81,83,100,30,61,76,62,57,37
215,JURONG EAST ST 21,600215,78,57,86,100,55,72,76,59,57,29
215,LOR 8 TOA PAYOH,310215,78,19,80,100,73,13,84,33,13,48
215,MARSILING LANE,730215,100,100,95,100,95,100,100,81,88,86
215,PASIR RIS ST 21,510215,67,65,80,100,95,64,72,59,26,26
215,PETIR RD,670215,89,28,86,100,89,60,84,65,55,7
215,SERANGOON AVE 4,550215,100,94,97,100,64,20,84,46,2,37
215,TAMPINES ST 23,520215,78,15,71,75,6,51,76,39,17,64
215,YISHUN ST 21,760215,67,34,30,75,8,77,80,42,41,61
215A,COMPASSVALE DR,541215,67,3,43,75,15,43,72,10,52,100
215A,JURONG EAST ST 21,601215,78,64,86,100,54,72,80,59,57,29
215B,COMPASSVALE DR,542215,78,5,47,75,11,44,76,7,52,100
216,ANG MO KIO AVE 1,560216,89,2,93,100,77,25,88,42,4,6
216,BISHAN ST 23,570216,89,35,100,100,39,20,76,39,7,10
216,BT BATOK ST 21,650216,89,74,83,100,32,61,80,59,57,37
216,JURONG EAST ST 21,600216,78,62,86,100,49,72,84,59,57,34
216,LOR 8 TOA PAYOH,310216,89,31,78,100,67,13,76,26,13,46
216,MARSILING LANE,730216,100,100,95,100,95,100,100,81,88,81
216,PASIR RIS ST 21,510216,89,44,80,100,92,64,80,59,26,17
216,PETIR RD,670216,89,19,93,100,89,59,88,65,55,5
216,SERANGOON AVE 4,550216,100,92,92,100,61,20,80,46,2,37
216,TAMPINES ST 23,520216,78,4,71,75,13,50,72,36,17,51
216,YISHUN ST 21,760216,45,54,22,75,15,78,80,42,41,70
216A,BOON LAY AVE,641216,100,81,96,100,87,91,88,49,12,100
216A,COMPASSVALE DR,541216,78,14,45,75,7,45,84,13,52,100
216B,BOON LAY AVE,642216,100,84,97,100,87,91,88,52,12,100
216B,COMPASSVALE DR,542216,78,13,47,75,7,44,84,10,52,100
216C,COMPASSVALE DR,543216,78,27,47,75,4,44,84,10,52,100
216D,COMPASSVALE DR,544216,78,32,47,75,4,44,84,10,52,100
217,BEDOK NTH ST 1,460217,89,49,64,100,36,29,64,49,10,90
217,BISHAN ST 23,570217,89,28,100,100,43,20,76,36,7,7
217,BT BATOK ST 21,650217,78,51,73,100,46,60,76,65,57,61
217,CHOA CHU KANG CTRL,680217,89,47,61,75,14,80,76,52,39,9
217,JURONG EAST ST 21,600217,78,60,84,100,49,72,76,59,57,33
217,LOR 8 TOA PAYOH,310217,89,37,78,100,72,13,76,26,13,55
217,MARSILING CRES,730217,100,100,95,100,95,100,96,81,88,81
217,PASIR RIS ST 21,510217,89,48,89,100,92,64,72,59,26,17
217,PETIR RD,670217,89,22,83,100,85,60,80,65,55,14
217,SERANGOON AVE 4,550217,100,86,92,100,61,20,80,55,2,37
217,TAMPINES ST 23,520217,78,18,71,75,19,50,80,36,17,52
217,YISHUN ST 21,760217,45,63,54,75,18,78,76,42,41,69
217A,BOON LAY AVE,641217,89,77,84,100,88,92,76,46,12,100
217A,COMPASSVALE DR,541217,67,12,44,75,13,43,72,7,52,100
217A,JURONG EAST ST 21,601217,89,44,85,100,51,72,76,59,57,33
217A,SUMANG WALK,821217,78,2,91,100,63,53,80,30,52,64
217B,BOON LAY AVE,642217,100,79,94,100,90,92,80,49,12,100
217B,COMPASSVALE DR,542217,67,26,44,75,11,43,80,10,52,100
217B,SUMANG WALK,822217,78,9,91,100,65,53,80,30,52,64
217C,COMPASSVALE DR,543217,78,18,47,75,8,44,84,10,52,100
217C,SUMANG WALK,823217,78,8,90,100,60,53,80,30,52,64
217D,SUMANG WALK,824217,78,19,92,100,55,53,80,23,52,64
218,ANG MO KIO AVE 1,560218,89,20,91,100,78,24,92,46,4,3
218,BEDOK NTH ST 1,460218,89,52,65,100,39,29,64,49,10,81
218,BISHAN ST 23,570218,89,34,100,100,45,20,88,36,7,6
218,BT BATOK ST 21,650218,78,61,72,100,38,61,80,59,57,39
218,CHOA CHU KANG CTRL,680218,89,48,58,75,13,80,76,52,39,14
218,JURONG EAST ST 21,600218,89,53,84,100,46,72,80,55,50,38
218,LOR 8 TOA PAYOH,310218,89,43,81,100,75,14,84,26,13,57
218,MARSILING CRES,730218,100,100,95,100,93,100,96,81,88,81
218,PASIR RIS ST 21,510218,89,58,92,100,93,64,68,59,26,17
218,PETIR RD,670218,89,12,89,100,85,60,88,65,55,12
218,SERANGOON AVE 4,550218,100,91,97,100,65,20,80,55,2,37
218,TAMPINES ST 24,520218,78,15,71,75,13,50,80,36,17,51
218,YISHUN ST 21,760218,45,59,42,100,22,78,76,42,41,59
218A,BOON LAY AVE,641218,100,85,94,100,91,92,80,49,12,100
218B,BOON LAY AVE,642218,100,88,96,100,90,92,80,49,12,100
218C,BOON LAY AVE,643218,100,90,97,100,89,92,84,52,12,100
218D,BOON LAY AVE,644218,100,84,97,100,88,92,88,52,12,100
219,ANG MO KIO AVE 1,560219,89,13,90,100,82,25,92,46,4,4
219,BISHAN ST 23,570219,89,19,100,100,51,20,76,36,7,4
219,BT BATOK ST 21,650219,78,39,69,100,47,60,80,62,57,73
219,CHOA CHU KANG CTRL,680219,89,53,58,75,14,81,76,52,39,21
219,JURONG EAST ST 21,600219,89,41,85,100,46,72,80,55,50,44
219,LOR 8 TOA PAYOH,310219,89,54,79,100,79,14,84,30,13,61
219,PASIR RIS ST 21,510219,89,65,94,100,94,64,68,59,26,17
219,PETIR RD,670219,89,20,90,100,79,60,84,65,55,68
219,SERANGOON AVE 4,550219,100,94,97,100,68,20,80,52,2,37
219,TAMPINES ST 24,520219,78,19,71,75,9,50,80,36,17,54
219,YISHUN ST 21,760219,67,50,67,100,26,78,76,42,41,40
219A,BEDOK CTRL,461219,78,29,60,75,20,28,68,42,10,84
219A,JURONG EAST ST 21,601219,89,54,84,100,40,72,84,55,50,57
219B,BEDOK CTRL,462219,78,36,66,100,24,28,60,42,10,84
219C,BEDOK CTRL,463219,78,41,65,100,21,28,57,42,10,57
219D,BEDOK CTRL,464219,78,48,67,100,24,28,60,42,10,56
22,BALAM RD,370022,78,12,80,100,30,10,88,68,60,84
22,BEDOK STH AVE 1,460022,56,51,82,75,15,27,80,46,10,33
22,BOON KENG RD,330022,89,55,83,75,2,3,72,71,54,84
22,DOVER CRES,130022,67,29,86,100,56,26,92,71,21,81
22,EUNOS CRES,400022,100,80,92,100,39,13,88,78,65,88
22,GHIM MOH LINK,271022,67,15,82,100,40,25,88,71,21,78
22,HAIG RD,430022,67,14,76,100,35,8,76,59,49,83
22,HAVELOCK RD,160022,67,32,53,75,15,4,76,62,25,100
22,HOUGANG AVE 3,530022,100,82,87,100,59,24,80,46,2,88
22,JLN MEMBINA,166022,56,26,59,75,3,5,84,62,25,60
22,MARSILING DR,730022,100,100,93,100,79,99,84,78,88,81
22,QUEEN'S CL,140022,100,89,96,100,55,16,92,71,30,100
22,SIN MING RD,570022,100,89,83,100,74,21,96,42,4,75
22,TEBAN GDNS RD,600022,89,23,86,100,86,64,80,94,89,27
22,TELOK BLANGAH CRES,90022,89,17,86,100,88,6,80,71,25,4
22,TIONG BAHRU RD,165022,89,53,71,100,35,3,92,68,25,100
220,ANG MO KIO AVE 1,560220,89,21,90,100,83,24,92,46,4,3
220,BISHAN ST 23,570220,89,7,100,100,51,20,72,36,7,4
220,BT BATOK EAST AVE 3,650220,78,46,68,100,43,61,76,59,57,58
220,CHOA CHU KANG CTRL,680220,89,68,67,100,21,80,76,52,39,21
220,HOUGANG ST 21,530220,78,6,80,75,17,21,72,49,34,22
220,JURONG EAST ST 21,600220,89,45,84,100,39,73,80,55,50,60
220,LOR 8 TOA PAYOH,310220,89,61,79,100,83,13,92,30,13,71
220,PASIR RIS ST 21,510220,89,65,94,100,93,65,68,59,26,17
220,PETIR RD,670220,89,22,89,100,81,60,84,65,55,64
220,SERANGOON AVE 4,550220,100,96,97,100,71,20,84,55,2,37
220,TAMPINES ST 24,520220,89,49,73,75,11,50,72,33,17,55
220,YISHUN ST 21,760220,78,53,69,100,27,79,80,46,41,25
220A,BEDOK CTRL,461220,89,63,72,100,37,29,57,49,10,96
220A,SUMANG LANE,821220,89,32,95,100,71,52,88,26,52,68
220B,BEDOK CTRL,462220,78,57,67,100,33,29,60,46,10,91
220B,SUMANG LANE,822220,89,28,95,100,64,52,88,30,52,64
220C,BEDOK CTRL,463220,78,44,67,100,28,28,60,42,10,93
220C,SUMANG LANE,823220,89,28,95,100,58,52,84,23,52,64
221,ANG MO KIO AVE 1,560221,78,41,89,100,87,25,88,42,4,3
221,BISHAN ST 23,570221,89,5,100,100,56,21,72,36,7,2
221,BOON LAY PL,640221,89,1,85,100,76,90,72,46,12,52
221,BT BATOK EAST AVE 3,650221,89,72,86,100,31,61,80,59,57,37
221,CHOA CHU KANG CTRL,680221,89,59,59,75,16,81,76,52,39,27
221,HOUGANG ST 21,530221,78,11,83,100,23,20,72,55,34,22
221,JURONG EAST ST 21,600221,89,61,84,100,33,73,88,55,50,61
221,LOR 8 TOA PAYOH,310221,89,71,83,100,85,13,92,33,13,75
221,PASIR RIS ST 21,510221,89,69,94,100,93,65,80,62,46,17
221,PENDING RD,670221,89,36,83,100,86,60,76,65,55,17
221,SERANGOON AVE 4,550221,100,97,97,100,74,20,84,55,2,37
221,SIMEI ST 4,520221,100,78,89,75,20,48,76,55,26,37
221,TAMPINES ST 24,521221,78,31,67,75,9,50,80,33,17,53
221,YISHUN ST 21,760221,78,40,70,100,30,79,80,46,41,23
221A,BEDOK CTRL,461221,89,69,74,100,38,29,68,46,10,70
221A,JURONG EAST ST 21,601221,89,74,84,100,27,73,96,55,50,62
221A,SUMANG LANE,821221,89,44,94,100,64,52,88,23,52,71
221B,BEDOK CTRL,462221,78,64,71,100,34,29,60,46,10,58
221B,SUMANG LANE,822221,89,43,95,100,69,52,88,26,52,75
221C,BEDOK CTRL,463221,78,58,67,100,30,28,60,46,10,62
222,ANG MO KIO AVE 1,560222,78,46,89,100,88,25,88,46,4,2
222,BISHAN ST 23,570222,89,1,100,100,58,21,72,36,7,2
222,BT BATOK EAST AVE 3,650222,78,64,79,100,33,61,84,59,57,37
222,HOUGANG ST 21,530222,78,16,83,100,26,20,72,55,34,19
222,JURONG EAST ST 21,600222,100,82,84,75,19,74,96,55,50,63
222,LOR 8 TOA PAYOH,310222,78,38,82,100,79,13,88,30,13,73
222,PASIR RIS ST 21,510222,89,77,95,100,93,65,80,62,46,16
222,PENDING RD,670222,89,30,86,100,88,60,84,65,55,9
222,SERANGOON AVE 4,550222,100,93,98,100,69,20,80,55,2,37
222,SIMEI ST 4,520222,100,86,100,100,25,49,80,55,26,36
222,TAMPINES ST 24,521222,78,39,67,75,6,51,80,33,17,64
222,YISHUN ST 21,760222,78,36,70,100,33,79,80,46,41,14
222A,SUMANG LANE,821222,89,60,95,100,79,51,84,33,52,78
223,ANG MO KIO AVE 1,560223,78,37,89,100,91,25,88,46,4,2
223,BISHAN ST 23,570223,89,2,100,100,63,21,76,36,7,1
223,BT BATOK EAST AVE 3,650223,100,78,86,100,25,62,84,55,57,37
223,CHOA CHU KANG CTRL,680223,78,67,73,100,24,81,72,46,39,53
223,JURONG EAST ST 21,600223,89,74,84,100,22,73,96,55,50,62
223,LOR 8 TOA PAYOH,310223,78,18,86,100,76,13,88,33,13,51
223,PASIR RIS ST 21,510223,89,70,94,100,92,65,80,62,46,17
223,PENDING RD,670223,78,46,83,100,88,60,72,65,55,15
223,SERANGOON AVE 4,550223,100,82,97,100,62,20,80,52,2,34
223,SIMEI ST 4,520223,100,92,100,100,24,49,80,62,26,39
223,TAMPINES ST 24,521223,78,34,71,75,4,51,80,36,17,66
223,YISHUN ST 21,760223,78,30,70,100,37,79,80,49,41,11
223A,COMPASSVALE WALK,541223,100,91,98,100,25,43,68,17,52,100
223A,JURONG EAST ST 21,601223,89,57,84,100,29,73,84,55,50,57
223B,COMPASSVALE WALK,542223,100,92,98,100,26,43,68,13,52,100
223C,COMPASSVALE WALK,543223,100,89,97,100,22,44,60,10,52,100
223D,COMPASSVALE WALK,544223,100,81,97,75,16,44,68,4,52,100
224,BISHAN ST 23,570224,89,11,91,100,68,21,76,36,7,1
224,BT BATOK ST 21,650224,89,73,79,75,17,62,80,55,57,37
224,CHOA CHU KANG CTRL,680224,78,68,90,100,33,80,60,46,39,58
224,JURONG EAST ST 21,600224,89,54,81,100,28,73,84,55,50,45
224,LOR 8 TOA PAYOH,310224,78,31,86,100,79,13,88,33,13,56
224,PASIR RIS ST 21,510224,89,63,89,100,91,65,76,62,46,17
224,PENDING RD,670224,78,55,83,100,86,61,72,62,55,38
224,SERANGOON AVE 4,550224,89,75,89,100,58,20,80,52,2,34
224,SIMEI ST 4,520224,100,91,99,100,27,49,80,59,26,61
224,TAMPINES ST 23,521224,78,36,71,75,2,51,80,36,17,66
224,YISHUN ST 21,760224,78,33,69,100,40,79,80,46,41,8
224A,COMPASSVALE WALK,541224,100,92,98,100,33,43,57,17,52,100
224A,SUMANG LANE,821224,89,61,95,100,81,52,84,39,52,75
224B,COMPASSVALE WALK,542224,100,93,98,100,28,43,68,13,52,100
224B,SUMANG LANE,822224,89,49,95,100,78,52,84,36,52,78
224C,COMPASSVALE WALK,543224,100,93,98,100,26,44,57,10,52,100
224C,SUMANG LANE,823224,89,40,95,100,74,52,84,30,52,76
224D,COMPASSVALE WALK,544224,100,93,98,100,30,44,52,10,52,100
225,ANG MO KIO AVE 1,560225,78,20,85,100,90,26,80,42,4,5
225,BISHAN ST 23,570225,89,6,87,100,65,21,72,36,7,1
225,BT BATOK CTRL,650225,89,71,82,75,15,62,84,55,57,37
225,CHOA CHU KANG CTRL,680225,89,73,99,100,29,80,72,46,39,50
225,JURONG EAST ST 21,600225,89,39,81,100,34,73,84,55,50,41
225,LOR 8 TOA PAYOH,310225,78,4,87,100,78,12,80,33,20,43
225,PASIR RIS ST 21,510225,89,70,91,100,91,65,80,65,46,18
225,PENDING RD,670225,78,51,83,100,83,61,72,62,55,89
225,SERANGOON AVE 4,550225,89,67,94,100,56,20,80,49,2,33
225,SIMEI ST 4,520225,100,88,99,100,25,49,80,62,26,43
225,TAMPINES ST 23,521225,78,35,73,75,2,51,76,36,17,66
225,YISHUN ST 21,760225,78,17,73,100,43,79,76,52,41,8
225A,COMPASSVALE WALK,541225,100,83,98,100,40,43,57,13,52,100
225A,JURONG EAST ST 21,601225,89,49,81,100,28,73,88,55,50,37
225B,COMPASSVALE WALK,542225,100,82,98,100,40,43,57,13,52,100
225C,COMPASSVALE WALK,543225,100,89,97,100,35,44,57,10,52,100
226,ANG MO KIO AVE 1,560226,78,27,86,100,89,26,80,42,4,8
226,BISHAN ST 23,570226,78,14,86,100,66,21,72,36,7,2
226,BT BATOK CTRL,650226,100,82,84,100,21,62,80,55,57,37
226,CHOA CHU KANG CTRL,680226,100,81,99,100,29,80,72,46,39,36
226,JURONG EAST ST 21,600226,89,76,83,75,18,74,92,55,50,61
226,LOR 8 TOA PAYOH,310226,78,24,89,100,85,12,80,30,20,60
226,PASIR RIS ST 21,510226,100,78,98,100,93,65,80,65,46,17
226,PENDING RD,670226,89,47,83,100,81,61,76,62,55,90
226,SERANGOON AVE 4,550226,89,67,89,100,54,20,80,52,2,34
226,SIMEI ST 4,520226,100,84,99,100,22,49,76,62,26,52
226,TAMPINES ST 23,521226,78,45,73,75,1,51,80,36,17,66
226,YISHUN ST 21,760226,78,20,73,100,39,79,76,49,41,12
226A,COMPASSVALE WALK,541226,89,66,81,100,50,43,60,13,52,100
226A,SUMANG LANE,821226,89,46,95,100,78,53,84,39,52,59
226B,ANG MO KIO AVE 1,562226,78,42,89,100,85,26,80,42,4,8
226B,COMPASSVALE WALK,542226,89,77,80,100,44,43,60,13,52,100
226B,SUMANG LANE,822226,89,32,95,100,75,53,84,36,52,57
226C,COMPASSVALE WALK,543226,100,78,98,100,46,44,57,10,52,100
226C,SUMANG LANE,823226,89,22,95,100,73,53,84,33,52,64
226E,ANG MO KIO AVE 1,565226,78,32,89,100,85,25,88,42,4,3
226F,ANG MO KIO AVE 1,566226,78,38,89,100,86,25,88,42,4,4
227,BISHAN ST 23,570227,78,12,87,100,61,21,72,36,7,4
227,BT BATOK CTRL,650227,89,77,85,100,26,62,80,55,57,37
227,CHOA CHU KANG CTRL,680227,100,84,99,100,31,80,68,46,39,29
227,JURONG EAST ST 21,600227,89,69,83,75,20,74,96,52,50,50
227,LOR 8 TOA PAYOH,310227,89,50,90,100,89,12,84,33,20,65
227,PASIR RIS ST 21,510227,100,84,100,100,93,66,84,65,46,22
227,PENDING RD,670227,89,61,89,100,76,61,76,62,55,67
227,SERANGOON AVE 4,550227,78,59,78,100,49,19,80,52,2,36
227,SIMEI ST 4,520227,89,71,72,75,15,48,76,55,26,46
227,TAMPINES ST 23,521227,78,47,73,75,3,52,72,42,26,70
227,YISHUN ST 21,760227,67,5,70,100,48,79,76,52,41,9
227A,ANG MO KIO ST 23,561227,78,44,86,100,81,26,80,42,4,70
227A,COMPASSVALE DR,541227,89,48,81,100,58,43,60,13,52,100
227A,SUMANG LANE,821227,89,49,95,100,78,53,84,42,52,47
227B,COMPASSVALE DR,542227,89,48,81,100,60,43,64,10,52,100
227B,SUMANG LANE,822227,89,27,95,100,73,54,84,36,52,46
227C,COMPASSVALE DR,543227,89,34,82,100,65,43,64,10,52,96
227D,COMPASSVALE DR,544227,89,37,82,100,67,43,64,17,52,89
228,BISHAN ST 23,570228,78,25,87,100,63,21,68,39,7,5
228,BT BATOK CTRL,650228,89,73,82,100,29,62,76,55,57,37
228,CHOA CHU KANG CTRL,680228,100,85,99,100,37,80,64,46,39,33
228,JURONG EAST ST 21,600228,89,62,84,100,22,74,92,52,50,31
228,LOR 8 TOA PAYOH,310228,89,70,90,100,91,12,84,33,20,65
228,PASIR RIS ST 21,510228,89,74,100,100,92,66,84,68,46,19
228,PENDING RD,670228,89,76,87,100,75,62,76,59,55,67
228,SERANGOON AVE 4,550228,78,57,73,100,51,19,80,49,2,34
228,SIMEI ST 4,520228,89,64,72,75,12,48,80,55,26,59
228,TAMPINES ST 23,521228,78,56,72,75,1,52,84,39,26,66
228,YISHUN ST 21,760228,67,6,70,100,54,80,72,52,41,12
228A,ANG MO KIO ST 23,561228,78,55,86,100,85,26,84,42,4,24
228A,COMPASSVALE WALK,541228,89,51,82,100,63,44,68,17,52,100
228B,ANG MO KIO ST 23,562228,78,54,80,100,86,27,84,42,4,48
228B,COMPASSVALE WALK,542228,89,64,82,100,61,44,57,17,52,100
228C,COMPASSVALE WALK,543228,89,62,81,100,56,44,64,10,52,100
229,ANG MO KIO AVE 3,560229,89,40,82,100,89,27,76,46,4,87
229,BISHAN ST 23,570229,78,42,87,100,61,21,68,39,7,11
229,BT BATOK EAST AVE 3,650229,78,49,70,100,40,61,68,59,57,64
229,CHOA CHU KANG CTRL,680229,100,80,98,100,40,80,57,46,39,34
229,COMPASSVALE WALK,540229,100,81,99,100,51,45,32,17,52,100
229,JURONG EAST ST 21,600229,89,19,85,100,43,72,84,59,50,42
229,LOR 8 TOA PAYOH,310229,100,78,90,100,90,12,84,30,20,69
229,PASIR RIS ST 21,510229,89,65,100,100,93,66,88,68,46,26
229,PENDING RD,670229,89,62,83,100,78,61,76,62,55,70
229,SERANGOON AVE 4,550229,78,46,74,100,47,19,80,49,2,34
229,SIMEI ST 4,520229,89,67,72,75,12,49,76,52,26,68
229,TAMPINES ST 23,521229,89,54,78,75,1,52,84,36,26,66
229,YISHUN ST 21,760229,67,10,70,100,48,79,76,52,41,13
23,BALAM RD,370023,78,50,80,100,35,10,84,71,60,84
23,BEDOK STH AVE 1,460023,56,41,75,75,13,27,80,46,10,31
23,BENDEMEER RD,330023,89,30,84,75,6,3,84,71,54,84
23,DOVER CRES,130023,67,20,85,100,54,26,92,75,21,78
23,EUNOS CRES,400023,89,71,94,100,34,13,84,78,65,89
23,GHIM MOH LINK,271023,45,4,58,100,27,25,88,68,21,71
23,HAIG RD,430023,67,22,76,100,39,8,76,59,49,82
23,HOUGANG AVE 3,530023,100,82,89,100,57,25,80,46,2,69
23,JLN MEMBINA,163023,56,28,59,75,3,5,80,62,25,72
23,LIM LIAK ST,161023,89,51,72,100,35,3,92,68,25,100
23,MARSILING DR,730023,100,100,100,100,77,99,84,78,88,71
23,SIN MING RD,570023,89,51,70,100,57,20,96,62,7,93
23,TEBAN GDNS RD,600023,89,14,89,100,87,64,80,94,89,27
23,TELOK BLANGAH CRES,90023,89,44,90,100,86,6,84,71,25,7
23,TOA PAYOH EAST,310023,89,49,82,100,83,10,80,36,20,90
23A,QUEEN'S CL,140023,100,93,94,100,52,16,92,71,30,100
23B,QUEEN'S CL,141023,100,90,94,100,49,16,92,71,30,100
230,ANG MO KIO AVE 3,560230,89,29,78,100,90,27,80,46,4,48
230,BISHAN ST 23,570230,78,32,87,100,66,21,68,39,7,12
230,BT BATOK EAST AVE 3,650230,78,38,68,100,45,60,72,59,57,74
230,CHOA CHU KANG CTRL,680230,89,74,88,100,41,80,48,46,39,35
230,COMPASSVALE WALK,540230,89,73,82,100,58,45,36,17,52,100
230,HOUGANG AVE 1,530230,89,71,69,75,20,22,76,62,34,57
230,JURONG EAST ST 21,600230,89,37,85,100,38,73,84,55,50,46
230,LOR 8 TOA PAYOH,310230,100,82,83,100,90,12,84,30,20,76
230,PASIR RIS ST 21,510230,89,56,100,100,91,66,88,68,46,19
230,PENDING RD,670230,78,63,83,100,84,61,72,62,55,87
230,SERANGOON AVE 4,550230,78,52,79,100,50,19,72,49,2,33
230,SIMEI ST 4,520230,89,62,72,75,9,48,72,52,26,65
230,TAMPINES ST 24,524230,89,50,73,75,5,51,68,33,17,67
230,YISHUN ST 21,760230,67,14,70,100,42,79,76,52,41,12
230A,BT BATOK ST 21,651230,78,16,65,100,55,60,72,59,57,91
